Date,FB,AMZN,ATVI,V,MSFT,HD,AIZ,FISV,MCD,GPN
2016-12-16,119.870003,757.77002,36.248074,77.937126,61.24535,132.736145,89.884941,107.029999,120.860344,70.263939
2016-12-19,119.239998,766.0,36.407101,77.688446,62.543003,133.060364,90.937897,107.349998,120.615173,70.753754
2016-12-20,119.089996,771.219971,36.605885,77.947075,62.464359,134.701019,90.829643,109.07,120.948601,71.393524
2016-12-21,119.040001,770.599976,36.675457,77.728233,62.464359,134.425934,90.849327,108.57,120.801506,70.843735
2016-12-22,117.400002,766.340027,36.218254,77.489502,62.474186,133.050537,91.705467,107.610001,121.331078,70.004044
2016-12-23,117.269997,760.590027,36.277889,77.738174,62.169441,132.677216,91.794029,108.0,120.762268,70.273941
2016-12-27,118.010002,771.400024,36.307705,77.937126,62.208755,132.883499,92.246696,108.139999,120.693626,70.703781
2016-12-28,116.919998,772.130005,36.208317,77.88739,61.923668,132.696869,91.705467,107.199997,120.311157,69.644173
2016-12-29,116.349998,765.150024,36.258011,77.917236,61.835197,132.726334,91.193748,107.279999,120.419037,69.794113
2016-12-30,115.050003,749.869995,35.890263,77.608856,61.088055,131.724258,91.380722,106.279999,119.36969,69.384277
2017-01-03,116.860001,753.669983,36.417038,79.081062,61.520611,131.950211,92.620651,107.339996,117.310242,70.473869
2017-01-04,118.690002,757.179993,37.132656,79.727638,61.24535,133.119308,93.575195,108.650002,117.172951,73.10289
2017-01-05,120.669998,780.450012,37.709126,80.662682,61.24535,131.547409,93.614563,108.610001,117.388695,73.392784
2017-01-06,123.410004,795.98999,37.67931,81.776779,61.776207,131.183914,94.451027,109.830002,118.42823,74.422401
2017-01-09,124.900002,796.919983,37.470589,81.319206,61.579594,131.950211,92.610809,108.099998,118.104607,79.760422
2017-01-10,124.349998,795.900024,38.14645,80.881531,61.559933,133.708755,92.699371,108.230003,117.928078,77.851128
2017-01-11,126.089996,799.02002,38.96146,81.36895,62.120285,133.315796,93.289825,108.540001,118.545914,78.201004
2017-01-12,126.620003,813.640015,38.891888,80.941216,61.550102,132.696869,93.319351,109.419998,119.742348,77.571228
2017-01-13,128.339996,817.140015,38.712982,80.742256,61.63858,132.667389,93.319351,110.300003,119.153938,77.711182
2017-01-17,127.870003,809.719971,38.712982,80.831795,61.471455,133.541748,93.201248,110.440002,120.379807,78.01107
2017-01-18,127.919998,807.47998,38.84219,81.160049,61.441967,133.767731,93.604721,110.080002,120.340576,78.590858
2017-01-19,127.550003,809.039978,38.623528,81.299316,61.24535,133.011246,94.126282,109.349998,119.820808,79.360573
2017-01-20,127.040001,808.330017,38.732861,81.40873,61.677898,133.21756,94.618317,109.57,119.899261,79.05069
2017-01-23,128.929993,817.880005,38.295536,81.717094,61.894176,135.64415,94.441185,108.660004,119.036255,78.360939
2017-01-24,129.369995,822.440002,38.862068,82.791412,62.444698,135.634308,95.198914,108.519997,118.712631,79.000702
2017-01-25,131.479996,836.52002,39.319271,83.457886,62.601986,135.064499,96.468361,108.540001,119.438339,78.250984
2017-01-26,132.779999,839.150024,39.229816,82.801353,63.181995,136.027313,97.304817,107.849998,119.526596,76.77153
2017-01-27,132.179993,835.77002,39.368965,83.32856,64.666435,135.899567,96.320755,108.099998,120.487686,77.411293
2017-01-30,130.979996,830.380005,39.368965,83.258926,64.027435,136.037125,95.415413,108.150002,120.644585,77.781158
2017-01-31,130.320007,823.47998,39.965313,82.274155,63.555569,135.162766,95.582703,107.43,120.203278,77.25135
2017-02-01,133.229996,832.349976,40.223732,82.005569,62.503681,135.025208,95.809036,105.379997,120.056175,77.021446
2017-02-02,130.839996,839.950012,40.223732,81.866318,62.10062,134.543823,95.789352,105.459999,120.840729,76.691566
2017-02-03,130.979996,810.200012,39.766529,85.626396,62.601986,135.555725,96.448677,106.720001,121.841026,78.570862
2017-02-06,132.059998,807.640015,39.945435,85.377716,62.562668,134.091919,95.838554,106.849998,122.046974,78.151024
2017-02-07,131.839996,812.5,39.806286,85.327965,62.35622,134.249084,95.454765,106.419998,122.184273,78.670822
2017-02-08,134.199997,819.710022,38.951519,84.641602,62.267746,135.457504,89.009109,107.779999,122.262726,79.050735
2017-02-09,134.139999,821.359985,39.488235,85.129021,62.975552,136.272919,89.904625,109.470001,122.076401,78.600845
2017-02-10,134.190002,827.460022,46.942596,85.447342,62.916569,137.392883,91.449608,109.07,123.390526,78.450882
2017-02-13,134.050003,836.530029,45.421906,85.984497,63.624386,137.412521,92.817467,110.099998,123.115936,78.200943
2017-02-14,133.850006,836.390015,44.706287,86.392334,63.861748,138.876343,93.732651,110.139999,123.380714,79.190697
2017-02-15,133.440002,842.700012,45.203243,87.244453,63.822189,139.691772,94.716721,111.080002,124.037788,78.940758
2017-02-16,133.839996,844.140015,45.113792,87.114891,63.812298,139.053177,94.982414,111.25,124.253525,77.651077
2017-02-17,133.529999,845.070007,45.054157,87.164719,63.911205,140.487534,95.208755,111.980003,125.332298,77.931007
2017-02-21,133.720001,856.440002,45.064095,87.623161,63.782627,142.472031,96.478203,112.389999,125.56765,78.830788
2017-02-22,136.119995,855.609985,44.954765,87.503571,63.654053,142.697998,96.822624,113.82,125.381325,78.680824
2017-02-23,135.360001,852.190002,44.805679,87.882286,63.911205,142.167496,97.792236,114.900002,125.793221,78.190941
2017-02-24,135.440002,845.23999,45.272816,88.131439,63.911205,143.385696,97.713089,116.300003,126.165878,78.95076
2017-02-27,136.410004,848.640015,45.411964,87.702896,63.525482,142.747131,97.079872,115.580002,125.454582,79.880539
2017-02-28,135.539993,845.039978,44.855373,87.643105,63.278221,142.363983,97.950539,115.400002,126.106606,79.670586
2017-03-01,137.419998,853.080017,46.853142,88.689552,64.227699,144.102859,99.78093,117.110001,127.489685,79.430641
2017-03-02,136.759995,848.909973,46.395943,88.231102,63.307896,145.350571,98.692589,116.639999,126.679588,78.250931
2017-03-03,137.169998,849.880005,46.783569,88.490227,63.545258,145.213013,98.811317,117.5,126.353584,80.590363
2017-03-06,137.419998,846.609985,47.519066,88.639725,63.565041,144.544983,98.524399,117.019997,126.48201,80.190453
2017-03-07,137.300003,846.02002,47.767548,88.759315,63.693615,144.32753,98.544182,116.949997,126.521538,80.870285
2017-03-08,137.720001,850.5,48.284382,88.659653,64.277138,145.217087,98.425461,117.449997,126.541283,80.250443
2017-03-09,138.240005,853.0,48.721703,88.809143,64.020004,144.920563,98.910255,117.449997,126.590683,79.650589
2017-03-10,138.789993,852.460022,48.900608,89.427055,64.217804,145.147903,98.583755,117.279999,126.432617,79.12072
2017-03-13,139.600006,854.590027,49.19878,89.805771,64.000214,145.721176,98.356201,117.889999,126.067085,79.650589
2017-03-14,139.320007,852.530029,48.781338,89.247665,63.70351,145.4543,98.435349,117.370003,126.254791,79.050735
2017-03-15,139.720001,852.969971,48.920486,89.616409,64.03978,146.235153,97.970322,117.650002,126.333824,78.710815
2017-03-16,139.990005,853.419983,48.801216,89.736008,63.930984,147.006104,97.544884,117.260002,126.432617,79.680573
2017-03-17,139.839996,852.309998,48.831036,89.935333,64.158463,147.866043,97.92086,117.790001,127.084633,80.010498
2017-03-20,139.940002,856.969971,48.662067,88.878914,64.217804,146.086884,96.614853,116.699997,127.222939,79.360657
2017-03-21,138.509995,843.200012,47.926571,87.762688,63.505699,144.910675,94.438171,116.160004,126.966087,78.230934
2017-03-22,139.589996,848.059998,48.383774,88.221138,64.316704,145.651993,94.566803,115.879997,127.53907,79.050735
2017-03-23,139.529999,847.380005,48.483162,88.55999,64.158463,146.274689,94.329338,115.849998,127.440277,78.920769
2017-03-24,140.339996,845.609985,48.821095,88.888885,64.267258,145.99794,94.052307,115.940002,127.776161,78.400894
2017-03-27,140.320007,846.820007,48.999996,88.649681,64.385933,145.167664,93.557602,115.489998,127.924362,78.100975
2017-03-28,141.759995,856.0,49.759998,88.819115,64.573853,145.493835,94.48764,115.790001,127.884842,78.730812
2017-03-29,142.649994,874.320007,50.139999,88.878914,64.751884,145.335693,93.310257,115.910004,127.282219,78.810791
2017-03-30,142.410004,876.340027,50.189999,88.70948,64.98925,145.246735,94.428284,115.93,127.756424,80.680336
2017-03-31,142.050003,886.539978,49.860001,88.569962,65.137604,145.128143,94.655846,115.309998,128.042908,80.660339
2017-04-03,142.279999,891.51001,49.529999,89.058304,64.831001,144.920563,94.002846,115.639999,128.042908,79.310669
2017-04-04,141.729996,906.830017,49.040001,88.480263,65.009033,144.643799,93.953369,115.379997,127.726768,78.330902
2017-04-05,141.850006,909.280029,49.200001,88.729416,64.840889,144.940338,93.349831,115.57,128.833237,77.731056
2017-04-06,141.169998,898.280029,49.360001,88.789215,65.009033,145.533386,93.785172,115.660004,128.57637,78.070969
2017-04-07,140.779999,894.880005,49.610001,88.440392,64.959579,145.424667,93.686241,115.82,128.388672,77.911011
2017-04-10,141.039993,907.039978,49.040001,88.55999,64.811218,146.492142,93.844536,115.93,128.408432,77.481117
2017-04-11,139.919998,902.359985,49.080002,88.550026,64.761772,146.482254,94.200714,116.260002,129.613678,77.671074
2017-04-12,139.580002,896.22998,48.639999,88.3806,64.514511,144.841492,92.637466,115.790001,129.672958,77.491119
2017-04-13,139.389999,884.669983,48.419998,88.569962,64.237579,144.218796,91.69754,115.190002,129.179001,77.521103
2017-04-17,141.419998,901.98999,48.799999,89.506783,64.761772,145.60257,93.221214,116.449997,129.761871,78.560852
2017-04-18,140.960007,903.780029,49.169998,89.427055,64.67276,146.047348,92.60778,116.349998,130.700394,78.980751
2017-04-19,142.270004,899.200012,49.349998,89.446991,64.326599,145.513611,92.973869,116.550003,131.03627,78.930756
2017-04-20,143.800003,902.059998,49.950001,90.842262,64.781548,146.996231,94.101776,117.790001,131.658661,80.970268
2017-04-21,143.679993,898.530029,49.869999,90.842262,65.671677,148.261383,93.696129,118.400002,131.796967,80.840302
2017-04-24,145.470001,907.409973,50.880001,91.539894,66.789284,150.129471,95.101074,119.440002,132.60704,81.370171
2017-04-25,146.490005,907.619995,51.360001,91.799019,67.175003,151.256271,95.892593,119.620003,139.986725,81.96003
2017-04-26,146.559998,909.289978,51.360001,91.509995,67.085999,152.43248,95.991531,119.989998,139.137115,81.400162
2017-04-27,147.699997,918.380005,51.91,91.290741,67.521164,154.310455,96.090469,119.889999,139.166763,81.950027
2017-04-28,150.25,924.98999,52.25,90.912025,67.709076,154.290695,95.219795,119.139999,138.238129,81.740082
2017-05-01,152.460007,948.22998,52.700001,90.951889,68.648666,152.422607,96.219093,119.089996,139.443375,81.480141
2017-05-02,152.779999,946.940002,53.029999,92.22757,68.539871,153.154007,97.099655,118.639999,139.5224,81.700089
2017-05-03,151.800003,941.030029,52.84,92.127907,68.322281,153.20343,103.402138,118.459999,140.895599,81.080238
2017-05-04,150.850006,937.530029,53.099998,92.307297,68.055244,153.065063,103.362564,120.25,141.715576,86.119011
2017-05-05,150.240005,934.150024,53.830002,91.779083,68.243156,153.924957,102.81839,120.0,142.219421,86.049034
2017-05-08,151.059998,949.039978,53.990002,91.609657,68.183823,155.071533,104.183762,119.839996,142.496017,86.518913
2017-05-09,150.479996,952.820007,54.619999,91.689384,68.282722,155.852371,103.322975,119.730003,142.614563,87.248734
2017-05-10,150.289993,948.950012,55.990002,91.938545,68.549751,156.297165,102.531464,119.25,142.772644,87.768608
2017-05-11,150.039993,947.619995,55.75,91.789047,67.709076,154.389511,101.561852,119.860001,142.466385,88.228493
2017-05-12,150.330002,961.349976,56.009998,92.416931,67.629959,155.101181,100.968216,119.779999,143.602478,87.71862
2017-05-15,150.190002,957.969971,56.41,92.915245,67.679413,155.506439,101.175987,120.900002,144.511353,89.418205
2017-05-16,149.779999,966.070007,56.779999,92.83551,69.04216,156.425644,100.889061,119.75,145.50914,89.338226
2017-05-17,144.850006,944.76001,54.23,91.61248,67.122383,154.280807,99.098251,119.129997,144.639786,88.078529
2017-05-18,147.660004,958.48999,55.150002,91.562553,67.351158,153.895325,98.227577,120.040001,145.232513,88.748367
2017-05-19,148.059998,959.840027,55.880001,92.331322,67.331268,154.488373,98.474922,120.68,146.358734,90.018059
2017-05-22,148.240005,970.669983,57.119999,93.159981,68.087234,154.152313,98.534286,122.32,146.39827,91.707649
2017-05-23,148.070007,971.539978,57.799999,93.709099,68.316025,153.0354,98.435349,122.339996,146.032745,91.187775
2017-05-24,150.039993,980.349976,58.509998,94.65757,68.40554,153.20343,98.346306,122.760002,147.692429,92.487465
2017-05-25,151.960007,993.380005,59.220001,94.887207,69.251045,154.646515,99.917931,124.519997,147.969025,92.347496
2017-05-26,152.130005,995.780029,58.279999,94.517799,69.589233,153.104584,98.754128,124.089996,148.048065,91.827621
2017-05-30,152.380005,996.700012,58.580002,94.567719,70.036858,152.975372,98.028,124.529999,148.117218,91.957596
2017-05-31,151.460007,994.619995,58.580002,95.076904,69.469872,152.607529,97.461021,125.279999,149.065613,91.587677
2017-06-01,151.529999,995.950012,59.560001,95.246628,69.728493,154.237885,99.619522,125.230003,151.491226,93.287262
2017-06-02,153.610001,1006.72998,59.650002,95.995422,71.3797,154.436722,99.629471,125.709999,152.833267,92.367493
2017-06-05,153.630005,1011.340027,59.799999,96.394775,71.896942,153.880005,98.565132,125.459999,151.888855,91.697655
2017-06-06,152.809998,1003.0,59.84,95.636002,72.135666,153.293472,98.465668,124.43,150.338058,92.217529
2017-06-07,153.119995,1010.070007,60.529999,95.935509,72.006363,154.049011,98.187149,125.099998,151.043884,92.240524
2017-06-08,154.710007,1010.27002,60.549999,95.935509,71.568687,152.597595,98.764076,123.75,150.53688,91.070648
2017-06-09,149.600006,978.309998,58.029999,94.407974,69.947327,152.060776,101.141418,122.860001,150.586578,89.090851
2017-06-12,148.440002,964.909973,56.759998,93.349678,69.410194,151.285339,100.763435,123.18,147.594345,89.490807
2017-06-13,150.679993,980.789978,57.900002,94.927139,70.275581,153.084717,101.191154,124.510002,148.936386,90.79068
2017-06-14,150.25,976.469971,58.450001,95.166756,69.897591,155.838425,101.787979,124.620003,149.791306,90.390717
2017-06-15,149.800003,964.169983,58.91,94.0186,69.529556,155.848373,102.971672,125.470001,150.278412,90.330719
2017-06-16,150.639999,987.710022,58.799999,94.0186,69.629028,155.719131,103.92659,124.650002,151.093582,89.54081
2017-06-19,152.869995,995.169983,60.32,94.637604,70.494415,157.876373,104.185211,125.190002,152.236801,89.740784
2017-06-20,152.25,992.590027,60.150002,94.228264,69.539505,156.743073,103.429237,124.620003,153.161316,89.100845
2017-06-21,153.910004,1002.22998,60.68,94.388008,69.897591,155.669418,101.708397,125.379997,152.823318,89.6008
2017-06-22,153.399994,1001.299988,61.16,93.79895,69.88765,154.565948,99.728943,124.910004,153.887009,90.470711
2017-06-23,155.070007,1003.73999,60.439999,95.426338,70.832611,150.420471,100.713699,124.800003,153.727951,91.250633
2017-06-26,153.589996,993.97998,60.220001,95.066917,70.156219,150.529816,103.329765,124.330002,153.051971,90.24073
2017-06-27,150.580002,976.780029,58.290001,94.747429,68.843208,151.345001,103.091034,122.849998,152.813385,89.850769
2017-06-28,153.240005,990.330017,58.810001,96.075294,69.430092,152.329178,104.244896,124.059998,153.389954,91.87056
2017-06-29,151.039993,975.929993,57.580002,94.268196,68.127029,151.265472,103.648071,121.610001,152.226868,90.400719
2017-06-30,150.979996,968.0,57.57,93.629227,68.564697,152.498169,103.140778,122.339996,152.256683,90.310722
2017-07-03,148.429993,953.659973,56.259998,93.199921,67.808723,153.104584,104.59304,121.309998,151.600571,90.040756
2017-07-05,150.339996,971.400024,57.16,93.858864,68.713905,151.792358,103.996223,122.349998,152.167221,89.870766
2017-07-06,148.820007,965.140015,56.619999,93.100082,68.206604,151.156128,103.598335,121.790001,152.187088,88.400925
2017-07-07,151.440002,978.76001,58.09,93.769005,69.091888,151.335052,104.762138,122.769997,155.348343,88.980858
2017-07-10,153.5,996.469971,58.509998,94.937119,69.609138,150.291229,104.374207,122.800003,154.602768,88.6409
2017-07-11,155.270004,994.130005,57.98,95.256615,69.61908,149.714645,103.896744,122.029999,153.996368,88.300926
2017-07-12,158.899994,1006.51001,61.02,96.025368,70.772934,151.692947,103.906693,123.440002,155.656509,90.18074
2017-07-13,159.259995,1000.630005,60.5,95.785759,71.389641,152.388824,104.632828,123.269997,154.12558,90.670685
2017-07-14,159.970001,1001.809998,60.75,96.774162,72.394295,151.981247,104.07579,123.610001,154.364182,91.850563
2017-07-17,159.729996,1010.039978,60.5,96.674324,72.961273,152.985306,104.453781,125.25,154.344284,91.360619
2017-07-18,162.860001,1024.449951,61.330002,97.423119,72.911537,151.275406,103.986267,125.059998,153.051971,91.700577
2017-07-19,164.139999,1026.869995,61.330002,98.092041,73.468567,152.398773,105.358955,125.760002,152.982376,92.790474
2017-07-20,164.529999,1028.699951,61.080002,97.952271,73.82666,146.165634,105.15007,126.230003,153.300491,93.600388
2017-07-21,164.429993,1025.670044,60.93,99.439873,73.398941,145.787857,104.851662,126.709999,153.012192,93.77037
2017-07-24,166.0,1038.949951,61.439999,100.208633,73.209946,143.730042,105.438538,126.480003,150.954407,94.790268
2017-07-25,165.279999,1039.869995,60.950001,99.829239,73.796822,146.105988,105.7071,126.389999,158.131836,95.000244
2017-07-26,165.610001,1052.800049,62.639999,100.687859,73.657562,145.827637,104.583092,127.010002,155.586914,95.290215
2017-07-27,170.440002,1046.0,61.169998,99.40992,72.772285,146.861511,104.384155,126.970001,156.024323,94.610283
2017-07-28,172.449997,1020.039978,61.450001,98.990593,72.652916,147.209457,104.911346,126.230003,154.930817,94.510292
2017-07-31,169.25,987.780029,61.779999,99.399933,72.314713,148.720535,104.712402,128.5,154.225006,94.360313
2017-08-01,169.860001,996.190002,62.400002,100.707832,72.195358,148.969055,105.697159,129.270004,153.131485,95.500191
2017-08-02,169.300003,995.890015,61.450001,101.117172,71.877052,149.615234,103.28997,123.970001,155.666443,95.400208
2017-08-03,168.589996,986.919983,63.970001,100.428276,71.767632,149.903519,103.28997,123.970001,153.80748,95.140228
2017-08-04,169.619995,987.580017,62.009998,100.727798,72.294823,151.852005,104.384155,123.080002,152.912796,97.709969
2017-08-07,171.979996,992.27002,62.509998,101.326828,72.016312,152.448486,103.339714,124.080002,154.056,96.750069
2017-08-08,171.229996,989.840027,61.330002,101.117172,72.404243,152.448486,104.19516,123.580002,154.006302,96.940041
2017-08-09,171.179993,982.01001,61.380001,100.807671,72.085938,154.347244,104.463722,123.300003,154.006302,96.010132
2017-08-10,167.399994,956.919983,60.209999,99.330048,71.031555,152.975372,102.444481,122.489998,155.696274,93.630386
2017-08-11,168.080002,967.98999,60.740002,99.929077,72.115776,153.969482,101.996864,122.839996,156.372269,93.300415
2017-08-14,170.75,983.299988,61.889999,101.706223,73.199997,153.353119,103.677917,124.050003,156.332489,94.470299
2017-08-15,171.0,982.73999,61.970001,102.464996,73.220001,149.28717,102.792625,124.699997,156.690369,94.31031
2017-08-16,170.0,978.179993,62.889999,103.32,73.650002,151.35495,102.06649,124.830002,157.962814,94.590286
2017-08-17,166.910004,960.570007,61.369999,102.160004,72.400002,148.790115,99.78862,121.089996,156.958786,93.660378
2017-08-18,167.410004,958.469971,62.009998,102.510002,72.489998,146.622925,99.480263,120.360001,156.829544,93.750374
2017-08-21,167.779999,953.289978,61.779999,103.220001,72.150002,148.322876,98.8536,120.769997,157.42601,94.560287
2017-08-22,169.639999,966.900024,64.260002,104.07,73.160004,149.028702,99.37085,122.620003,158.698456,95.840157
2017-08-23,168.710007,958.0,64.010002,103.18,72.720001,148.223465,99.529999,122.150002,157.873352,94.57029
2017-08-24,167.740005,952.450012,63.43,103.220001,72.690002,147.378464,98.220001,121.510002,157.475723,94.25032
2017-08-25,166.320007,945.26001,62.580002,103.349998,72.82,148.770218,98.489998,122.32,157.883301,93.340408
2017-08-28,167.240005,946.02002,62.75,103.779999,72.830002,150.5,95.440002,122.830002,158.728287,93.860359
2017-08-29,168.050003,954.059998,63.48,103.769997,73.050003,149.839996,94.519997,123.019997,158.440002,93.980347
2017-08-30,169.919998,967.590027,65.68,103.730003,74.010002,150.0,94.779999,123.209999,159.529999,94.510292
2017-08-31,171.970001,980.599976,65.559998,103.519997,74.769997,149.869995,94.690002,123.709999,159.970001,95.480194
2017-09-01,172.020004,978.25,65.120003,103.900002,73.940002,150.779999,94.599998,123.0,159.809998,95.510185
2017-09-05,170.720001,965.27002,65.050003,103.010002,73.610001,152.929993,90.459999,121.860001,159.100006,94.840256
2017-09-06,172.089996,967.799988,64.0,103.18,73.400002,156.559998,91.07,122.410004,158.220001,94.760262
2017-09-07,173.210007,979.469971,65.830002,104.559998,74.339996,157.929993,87.739998,122.830002,159.899994,95.980141
2017-09-08,170.949997,965.900024,64.93,104.43,73.980003,159.660004,90.769997,122.660004,159.710007,95.080231
2017-09-11,173.509995,977.960022,66.160004,106.150002,74.760002,158.369995,93.339996,124.32,161.529999,96.490089
2017-09-12,172.960007,982.580017,66.089996,106.209999,74.68,159.910004,94.040001,124.580002,156.330002,98.069931
2017-09-13,173.050003,999.599976,65.400002,105.830002,75.209999,160.020004,93.769997,123.989998,157.0,97.369995
2017-09-14,170.960007,992.210022,65.169998,106.080002,74.769997,159.380005,93.260002,123.550003,157.0,97.029999
2017-09-15,171.639999,986.789978,65.0,105.300003,75.309998,158.399994,93.849998,124.050003,156.919998,97.559998
2017-09-18,170.009995,974.190002,64.199997,104.830002,75.160004,157.809998,93.800003,125.529999,156.679993,96.989998
2017-09-19,172.520004,969.859985,64.309998,105.410004,75.440002,157.660004,92.970001,125.169998,157.429993,96.080002
2017-09-20,172.169998,973.210022,65.0,104.970001,74.940002,158.679993,93.279999,125.099998,159.880005,95.620003
2017-09-21,171.110001,964.650024,64.110001,105.309998,74.209999,159.190002,93.599998,124.760002,159.029999,96.339996
2017-09-22,170.539993,955.099976,63.900002,105.559998,74.410004,159.970001,94.449997,126.230003,158.910004,95.82
2017-09-25,162.869995,939.789978,62.139999,103.019997,73.260002,161.100006,94.940002,127.110001,156.259995,94.199997
2017-09-26,164.210007,938.599976,61.759998,102.940002,73.260002,161.259995,94.370003,127.480003,153.350006,94.349998
2017-09-27,167.679993,950.869995,63.09,103.889999,73.849998,160.919998,95.650002,128.360001,154.050003,94.480003
2017-09-28,168.729996,956.400024,63.540001,104.580002,73.870003,162.360001,95.779999,128.210007,157.490005,93.940002
2017-09-29,170.869995,961.349976,64.510002,105.239998,74.489998,163.559998,95.519997,128.960007,156.679993,95.029999
2017-10-02,169.470001,959.190002,63.389999,105.440002,74.610001,164.020004,95.660004,128.869995,156.960007,96.129997
2017-10-03,169.960007,957.099976,63.450001,105.589996,74.260002,165.169998,95.699997,128.830002,156.860001,96.620003
2017-10-04,168.419998,965.450012,62.630001,105.309998,74.690002,165.289993,95.290001,128.580002,157.210007,96.419998
2017-10-05,171.240005,980.849976,63.09,106.239998,75.970001,166.119995,95.489998,128.910004,158.800003,96.790001
2017-10-06,172.229996,989.580017,63.25,106.730003,76.0,165.850006,96.040001,127.480003,159.600006,96.949997
2017-10-09,172.5,990.98999,61.18,107.010002,76.290001,165.710007,95.599998,127.510002,160.119995,98.150002
2017-10-10,171.589996,987.200012,61.450001,107.309998,76.290001,165.160004,95.82,127.870003,160.580002,98.519997
2017-10-11,172.740005,995.0,61.360001,108.440002,76.419998,165.25,95.32,126.739998,163.149994,99.07
2017-10-12,172.550003,1000.929993,62.049999,108.110001,77.120003,164.589996,95.949997,127.169998,163.910004,99.059998
2017-10-13,173.740005,1002.940002,61.080002,108.660004,77.489998,164.470001,95.709999,127.080002,165.369995,99.639999
2017-10-16,174.520004,1006.340027,61.48,108.300003,77.650002,164.220001,96.220001,127.199997,165.009995,99.339996
2017-10-17,176.110001,1009.130005,61.66,107.540001,77.589996,163.350006,95.860001,126.629997,165.399994,97.68
2017-10-18,176.029999,997.0,61.5,107.800003,77.610001,163.449997,101.800003,127.07,165.770004,96.870003
2017-10-19,174.559998,986.609985,61.990002,107.019997,77.910004,163.240005,101.139999,127.550003,166.5,96.809998
2017-10-20,174.979996,982.909973,62.630001,107.550003,78.809998,163.429993,99.889999,128.440002,166.300003,97.169998
2017-10-23,171.270004,966.299988,61.459999,107.529999,78.830002,164.740005,99.489998,127.989998,163.339996,97.440002
2017-10-24,171.800003,975.900024,62.73,108.410004,78.860001,166.029999,99.68,127.389999,163.880005,97.739998
2017-10-25,170.600006,972.909973,61.810001,109.489998,78.629997,166.070007,99.800003,128.210007,163.580002,99.519997
2017-10-26,170.630005,972.429993,62.060001,109.800003,78.760002,167.649994,100.43,128.940002,164.009995,100.400002
2017-10-27,177.880005,1100.949951,64.139999,109.709999,83.809998,167.339996,100.050003,130.179993,165.389999,101.57
2017-10-30,179.869995,1110.849976,65.300003,110.040001,83.889999,165.309998,100.849998,129.449997,166.229996,101.879997
2017-10-31,180.059998,1105.280029,65.489998,109.980003,83.18,165.779999,100.650002,129.429993,166.910004,103.949997
2017-11-01,182.660004,1103.680054,65.330002,111.07,83.18,165.380005,101.169998,125.519997,166.369995,102.550003
