Date,Open,High,Low,Close,Adj Close,Volume
2015-12-31,162.149994,164.110001,162.050003,162.330002,153.853424,1775900
2016-01-04,159.0,159.220001,156.089996,158.339996,150.071793,5083200
2016-01-05,159.0,160.210007,157.25,158.169998,149.91069,2678900
2016-01-06,155.009995,157.929993,154.899994,156.720001,148.536377,3826900
2016-01-07,153.059998,156.449997,152.889999,152.979996,144.991653,4162500
2016-01-08,153.119995,154.860001,150.460007,150.710007,142.840225,4179600
2016-01-11,151.330002,151.589996,144.169998,147.690002,139.977905,4735400
2016-01-12,148.429993,151.240005,146.919998,150.789993,142.916046,4410600
2016-01-13,151.139999,152.830002,145.279999,145.460007,137.864349,3982100
2016-01-14,146.020004,155.300003,144.570007,153.160004,145.162308,5649000
2016-01-15,147.690002,152.300003,147.690002,151.300003,143.399414,6213000
2016-01-19,153.449997,154.619995,148.229996,151.300003,143.399414,4382200
2016-01-20,149.0,156.839996,148.050003,155.020004,146.925156,7338600
2016-01-21,154.75,155.020004,150.240005,152.779999,144.802124,4674000
2016-01-22,156.449997,156.960007,154.240005,156.080002,147.92981,4577300
2016-01-25,156.179993,158.0,153.0,153.429993,145.418182,4765100
2016-01-26,152.779999,155.229996,151.089996,153.779999,145.749893,3644100
2016-01-27,154.889999,154.889999,148.869995,150.470001,142.612747,3752300
2016-01-28,151.100006,151.710007,145.419998,148.350006,140.603439,4246500
2016-01-29,149.399994,153.0,145.25,152.729996,144.754745,7174400
2016-02-01,151.309998,153.720001,149.339996,152.75,144.773651,4602200
2016-02-02,150.479996,151.490005,148.479996,150.110001,142.271545,3881400
2016-02-03,150.5,151.179993,147.070007,150.690002,142.821259,4530600
2016-02-04,150.5,151.960007,148.800003,149.910004,142.08197,3655100
2016-02-05,148.929993,149.389999,143.690002,145.039993,137.466278,6451900
2016-02-08,143.5,144.570007,140.160004,143.0,135.532822,4627300
2016-02-09,141.020004,145.630005,140.820007,143.160004,135.684464,4135100
2016-02-10,145.210007,147.130005,143.960007,144.809998,137.248276,4273500
2016-02-11,140.759995,143.490005,140.039993,141.460007,135.005524,4374400
2016-02-12,143.130005,144.970001,141.139999,144.720001,138.116776,3218000
2016-02-16,146.889999,148.059998,145.679993,147.149994,140.435883,3371300
2016-02-17,148.300003,151.520004,147.399994,151.070007,144.177048,3811100
2016-02-18,150.789993,152.360001,149.080002,149.300003,142.487808,2892100
2016-02-19,148.979996,151.759995,148.259995,150.119995,143.270386,2796800
2016-02-22,148.720001,149.770004,146.940002,148.559998,141.78157,4603300
2016-02-23,148.149994,149.720001,146.860001,147.259995,140.540878,3315200
2016-02-24,145.5,147.270004,143.910004,147.110001,140.397751,3316100
2016-02-25,147.360001,148.389999,145.259995,146.75,140.054153,3429600
2016-02-26,148.509995,149.5,146.949997,147.600006,140.865387,3411500
2016-02-29,146.960007,147.669998,142.220001,142.279999,135.788132,5193800
2016-03-01,144.300003,148.449997,142.279999,148.389999,141.619324,4477700
2016-03-02,148.0,148.630005,146.210007,147.490005,140.760406,3689900
2016-03-03,147.220001,147.289993,145.320007,145.839996,139.185669,2988900
2016-03-04,147.029999,147.300003,144.539993,145.979996,139.319305,3471400
2016-03-07,144.979996,147.869995,144.759995,147.309998,140.588608,3278800
2016-03-08,146.889999,147.0,144.320007,144.630005,138.030899,3064100
2016-03-09,144.0,144.080002,139.910004,140.899994,134.471069,6075400
2016-03-10,142.059998,143.479996,139.020004,141.029999,134.595154,4572900
2016-03-11,142.949997,144.990005,142.169998,144.570007,137.973633,4861700
2016-03-14,143.860001,145.309998,143.190002,144.619995,138.021317,3013800
2016-03-15,144.839996,145.300003,142.800003,143.210007,136.675674,3034200
2016-03-16,143.0,147.0,141.929993,143.979996,137.410522,6104700
2016-03-17,143.720001,145.800003,141.839996,144.130005,137.553711,4899700
2016-03-18,144.970001,146.399994,142.509995,145.509995,138.870728,6802600
