Date,EQIX,AVY,MAS,STZ,BSX,AMZN,FB,GPN,BDX,FBHS
2017-10-04,442.970001,99.709999,39.144218,200.69548,29.24,965.450012,168.419998,96.419998,195.0,66.147362
2017-10-05,445.420013,99.889999,38.874947,208.746048,29.43,980.849976,171.240005,96.790001,197.25,65.568954
2017-10-06,448.829987,100.339996,39.124271,209.603973,29.5,989.580017,172.229996,96.949997,198.080002,65.778374
2017-10-09,451.320007,100.709999,38.835052,207.688599,29.33,990.98999,172.5,98.150002,197.139999,65.818268
2017-10-10,451.890015,100.790001,38.645565,207.459152,29.34,987.200012,171.589996,98.519997,196.289993,65.439316
2017-10-11,458.970001,101.209999,38.855,207.239685,29.27,995.0,172.740005,99.07,197.509995,65.878098
2017-10-12,464.700012,100.800003,39.040001,206.900497,29.43,1000.929993,172.550003,99.059998,198.830002,66.067574
2017-10-13,462.820007,101.940002,38.919998,208.057709,29.440001,1002.940002,173.740005,99.639999,201.429993,66.057602
2017-10-16,461.350006,102.18,38.959999,209.943146,29.16,1006.340027,174.520004,99.339996,200.820007,66.117439
2017-10-17,461.579987,101.580002,38.900002,213.125473,29.4,1009.130005,176.110001,97.68,203.070007,65.898048
2017-10-18,471.230011,100.510002,38.66,211.279922,29.52,997.0,176.029999,96.870003,207.720001,65.170052
2017-10-19,470.549988,98.790001,39.060001,211.469467,29.57,986.609985,174.559998,96.809998,209.360001,65.399422
2017-10-20,468.76001,99.709999,40.09,210.741226,29.690001,982.909973,174.979996,97.169998,211.830002,66.815514
2017-10-23,458.809998,99.010002,40.110001,211.200134,29.610001,966.299988,171.270004,97.440002,211.029999,67.354027
2017-10-24,462.970001,98.910004,40.830002,212.137848,29.799999,975.900024,171.800003,97.739998,210.970001,67.932434
2017-10-25,457.929993,104.050003,39.669998,211.968262,29.610001,972.909973,170.600006,99.519997,210.389999,66.695839
2017-10-26,454.200012,104.860001,40.110001,211.230057,28.82,972.429993,170.630005,100.400002,209.839996,68.161797
2017-10-27,456.51001,106.110001,40.16,211.389664,28.5,1100.949951,177.880005,101.57,210.100006,66.645981
2017-10-30,459.730011,105.32,39.490002,212.487015,28.16,1110.849976,179.869995,101.879997,208.649994,65.967857
2017-10-31,463.5,106.169998,39.82,218.562347,28.139999,1105.280029,180.059998,103.949997,208.669998,65.878098
2017-11-01,467.059998,107.029999,39.369999,215.479782,27.85,1103.680054,182.660004,102.550003,208.059998,65.020462
