Date,CFG,PRU,PNC,RF,MTB,SCHW,HBAN,RJF,USB,KEY
2016-12-14,34.027077,101.796288,111.854744,14.110976,150.725006,38.701698,12.788987,71.054153,50.619087,17.867414
2016-12-15,34.783669,104.821106,113.255379,14.288101,151.701187,39.118488,13.023288,71.686874,50.86372,18.093962
2016-12-16,34.705063,103.538734,112.50119,13.973211,150.360184,38.542923,12.787574,70.816872,50.628876,17.887115
2016-12-19,34.754189,103.675789,113.421898,14.051933,152.02655,38.453609,12.856324,70.708122,50.756081,17.896965
2016-12-20,35.451828,104.840675,115.645271,14.347142,154.826904,39.842907,13.121503,72.112007,51.411694,18.182606
2016-12-21,35.392876,104.223976,115.224106,14.29794,153.732407,39.674206,13.092039,71.815407,51.049641,18.04471
2016-12-22,35.373219,103.421272,115.018417,14.317622,153.850723,39.465813,13.092039,70.629028,51.030071,18.084108
2016-12-23,35.697475,103.959663,115.537529,14.327463,154.905792,40.011604,13.180432,70.98494,51.078995,18.192455
2016-12-27,35.825207,104.272919,115.880333,14.406184,155.89183,40.160454,13.200075,70.55983,51.186634,18.261404
2016-12-28,35.373219,102.745827,114.656006,14.199539,154.462067,39.584892,13.013467,69.324013,50.940681,17.985613
2016-12-29,34.66576,101.727768,113.715729,13.94369,153.456314,39.27726,12.846501,68.778549,50.468464,17.837868
2016-12-30,35.009663,101.864807,114.558075,14.130656,154.245132,39.168102,12.984003,68.699203,50.537327,17.995461
2017-01-03,35.235657,102.647934,115.547325,14.199539,154.550827,39.892521,13.082217,69.105827,50.62587,17.985613
2017-01-04,35.54026,103.900925,116.526794,14.386504,155.497406,40.904724,13.23936,71.714149,50.99971,18.231855
2017-01-05,35.098099,102.344475,114.969437,14.199539,153.209808,40.656635,13.023288,72.983597,50.143814,18.005312
2017-01-06,35.284786,102.931816,116.605148,14.248739,154.373322,40.914642,13.052753,74.044792,50.468464,18.04471
2017-01-09,35.058788,102.530464,115.772598,14.140496,153.781708,40.805477,13.082217,73.043114,50.242188,17.985613
2017-01-10,35.648342,103.342957,116.232948,14.327463,154.511368,40.874943,13.092039,73.816681,50.389763,18.202305
2017-01-11,35.638523,104.243546,118.838326,14.288101,154.817047,41.003956,13.200075,74.282814,50.950523,18.310652
2017-01-12,35.294613,102.021439,116.034142,14.199539,153.180237,40.944408,13.082217,73.211716,50.596355,18.015162
2017-01-13,35.658173,103.010132,116.88031,14.445545,153.890182,41.093269,13.22954,73.76709,50.852142,18.300804
2017-01-17,33.525951,101.727768,112.09845,13.559919,150.547501,40.02153,12.718822,71.535637,49.494514,17.443876
2017-01-18,34.380806,103.362534,114.450027,13.805926,152.480148,40.785637,12.915253,72.229874,49.740463,17.857565
2017-01-19,34.125332,102.550041,113.751434,13.756724,153.180237,41.123032,12.777752,71.614975,49.907703,17.571922
2017-01-20,35.196354,103.362534,115.46347,13.815767,154.836761,40.994034,12.885787,72.100937,50.370087,17.591623
2017-01-23,35.265137,102.285736,115.050217,13.687843,153.761978,40.874943,12.826859,72.329048,50.143814,17.424179
2017-01-24,35.667999,103.460426,116.752411,14.012572,157.360992,41.480282,13.013467,73.638161,50.930851,17.778767
2017-01-25,36.86676,105.095192,119.064629,14.386504,159.93454,41.966534,13.769723,74.986961,51.599827,18.123508
2017-01-26,36.88641,105.075615,119.67466,14.465226,161.344574,42.125313,13.759901,76.5242,52.091717,18.172758
2017-01-27,36.345989,104.341431,119.684502,14.307781,161.74884,41.986389,13.534005,75.363823,52.131073,18.025009
2017-01-30,35.893993,103.342957,118.444756,14.219218,160.969894,41.510056,13.376862,74.93737,51.99334,17.798466
2017-01-31,35.676991,102.892662,118.523468,14.179857,160.299393,40.924568,13.288468,74.312569,51.796581,17.699968
2017-02-01,35.992634,103.333168,119.192535,14.229059,160.447296,41.023804,13.259005,74.858032,52.170418,17.768917
2017-02-02,35.548763,102.226997,118.080704,14.022412,159.845825,38.870396,13.003646,73.816681,52.268803,17.571922
2017-02-03,36.28854,104.086922,120.196144,14.386504,161.600952,39.862747,13.367041,75.720856,52.790211,18.093962
2017-02-06,35.972904,103.871567,120.442123,14.396344,161.167084,39.436043,13.288468,75.939056,52.534428,17.995461
2017-02-07,36.091267,104.341431,119.517227,14.347142,160.230362,39.376499,13.23936,76.266335,52.337666,17.818165
2017-02-08,34.868164,103.000343,119.507393,14.25858,160.526184,39.2174,13.160789,75.820038,52.032688,17.562073
2017-02-09,35.74604,106.10347,120.42244,14.750594,162.182709,39.85379,13.308112,76.91098,52.672157,17.867414
2017-02-10,35.923584,106.455872,121.121033,14.750594,163.001114,39.714581,13.376862,76.266335,52.74102,17.985613
2017-02-13,36.416767,107.483727,122.419807,14.908039,164.470306,40.490181,13.563471,76.940727,53.252594,18.182606
2017-02-14,37.462318,108.12001,124.072792,15.242608,165.870468,41.027126,13.867936,77.625038,53.665779,18.586447
2017-02-15,37.847004,109.43174,125.706116,15.311491,166.767761,41.922047,13.966151,78.408531,54.24622,18.81299
2017-02-16,37.728638,109.744987,124.918976,15.341011,165.239426,41.315491,13.917044,78.418449,54.118328,18.704641
2017-02-17,37.32423,109.498619,124.82058,15.134365,165.564804,41.315491,13.877757,78.210182,53.990437,18.675093
2017-02-21,37.531364,109.607018,125.499496,15.183568,165.584518,41.544193,13.936687,78.587044,54.305248,18.773588
2017-02-22,37.156544,108.897469,125.706116,15.075323,165.683121,41.385098,13.936687,78.993675,54.413467,18.645544
2017-02-23,36.742271,109.252235,126.080002,15.095005,167.408691,41.00724,13.926866,77.882904,54.502007,18.773588
2017-02-24,36.150452,108.365295,124.840256,14.95724,166.314194,40.877979,13.926866,77.843231,54.206867,18.541084
2017-02-27,36.683086,109.340935,126.070175,15.065484,165.604248,41.494476,13.956329,78.755653,54.393791,18.640022
2017-02-28,36.860634,108.93689,125.184631,15.026123,164.637939,40.181927,13.88758,77.912651,54.10849,18.570766
2017-03-01,39.050377,112.169319,128.746445,15.655901,169.804749,42.747368,14.398296,80.372223,55.495632,19.154505
2017-03-02,37.531364,110.178612,125.460136,15.075323,165.506638,41.991653,14.034902,78.854828,54.580708,18.679598
2017-03-03,37.787823,110.927582,125.774994,15.114685,166.388046,42.210415,14.142938,79.132523,54.649574,18.867582
2017-03-06,37.748367,110.14904,125.538841,14.98676,165.358093,41.872334,14.054544,78.517624,54.393791,18.788431
2017-03-07,37.452457,109.626724,125.351898,15.006442,165.120407,41.42487,13.985794,78.041588,54.138004,18.590555
2017-03-08,37.334091,109.478905,125.499496,15.031147,165.051086,41.623741,13.926866,78.021751,53.980598,18.590555
2017-03-09,37.215729,109.380356,125.430626,15.021265,164.922333,42.011539,13.956329,78.567215,54.049458,18.640022
2017-03-10,37.126957,109.449333,124.42701,14.952088,164.585617,42.240238,13.936687,78.646553,54.049458,18.382784
2017-03-13,36.860634,109.991364,124.367973,14.942206,163.882462,42.737423,13.956329,78.418449,54.029785,18.333315
2017-03-14,36.683086,109.459198,124.190872,14.912559,164.357849,42.429169,13.82865,77.585381,54.10849,18.273951
2017-03-15,36.278679,109.774559,123.216789,14.823617,162.169174,42.478889,13.681329,76.573776,54.069134,18.135437
2017-03-16,36.594315,110.001221,123.698914,14.873029,162.902039,43.284317,13.750476,77.268013,54.138004,18.273951
2017-03-17,36.120857,108.325874,122.350929,14.873029,160.525192,42.618099,13.56279,77.258095,53.803509,18.155226
2017-03-20,35.736176,107.537476,121.799934,14.705029,159.386307,42.011539,13.355349,77.010147,53.360809,17.88809
2017-03-21,33.891663,104.305046,116.791763,13.9342,153.553162,40.211758,12.545333,73.300964,51.835934,16.720615
2017-03-22,33.960709,103.891136,116.742569,14.013259,153.265961,39.933338,12.624359,73.69767,51.747391,16.967962
2017-03-23,34.098801,103.969978,117.362442,14.062671,153.473938,39.943275,12.861437,74.233231,51.727718,17.0669
2017-03-24,34.039616,103.910851,117.480515,14.062671,153.473938,39.794128,12.95034,74.064621,51.71788,17.057007
2017-03-27,33.7733,102.984474,116.299797,13.914434,152.681656,39.197514,12.861437,73.152206,51.353878,16.997644
2017-03-28,34.552528,104.265633,118.336517,14.230672,154.553406,40.261475,13.059001,74.491081,51.85561,17.304354
2017-03-29,34.01989,103.634911,117.421463,14.141731,152.939133,40.221699,13.059001,74.322487,51.183056,17.324141
2017-03-30,34.404575,105.743874,119.576271,14.50738,155.127808,40.907806,13.424496,75.685188,51.549004,17.799046
2017-03-31,34.079071,105.132858,118.307007,14.359143,153.236237,40.57967,13.226931,75.854294,50.935795,17.591276
2017-04-03,34.34539,104.896347,117.913437,14.408556,152.998581,40.341022,13.187418,75.854294,50.985249,17.541805
2017-04-04,34.424301,104.649971,117.234535,14.388791,152.701462,40.002941,13.147905,75.516098,50.896233,17.403292
2017-04-05,33.911388,103.950272,116.388359,14.201024,150.908936,39.257175,12.910828,74.113609,50.480839,17.017433
2017-04-06,34.444027,104.74852,117.342766,14.359143,151.889389,39.8339,13.039244,75.237587,50.787437,17.334036
2017-04-07,34.157982,104.32476,117.254204,14.270202,151.54277,39.674809,12.960218,75.416634,50.589634,17.254883
2017-04-10,33.911388,104.19664,116.467072,14.052789,150.08696,39.07819,12.84168,74.959084,50.223682,17.126265
2017-04-11,33.911388,103.871429,116.13253,14.003377,150.017609,38.710281,12.84168,74.352325,50.332478,17.146051
2017-04-12,33.270248,102.334045,114.66951,13.795847,148.373657,38.18327,12.703384,73.367599,50.144562,16.987751
2017-04-13,32.78693,101.427383,114.471809,13.519139,146.501892,37.31818,12.436673,72.233658,49.432449,16.819553
2017-04-17,33.457657,102.787376,117.051872,13.825493,152.226105,37.92474,12.752775,73.327805,49.986317,17.155945
2017-04-18,33.240658,102.067963,115.074814,13.183137,150.384064,37.696037,12.644116,72.681259,49.254421,17.017433
2017-04-19,33.753571,102.659264,115.144012,13.202901,150.017609,38.063946,12.436673,72.432587,49.145626,17.185627
2017-04-20,34.789257,104.305046,117.467056,13.479609,152.790588,38.461689,12.56509,73.765472,50.124783,18.01671
2017-04-21,34.424301,104.117798,116.814621,13.311608,152.424179,38.113667,12.446552,72.820518,49.956642,17.957346
2017-04-24,35.361355,106.305611,119.473763,13.647611,155.45462,38.968811,12.831801,74.680573,50.995144,18.353102
2017-04-25,35.953178,106.325317,119.720901,13.697021,156.207291,39.396385,12.881193,74.789986,51.558895,18.422359
2017-04-26,36.298405,105.645317,120.600693,13.855141,157.15802,39.8339,12.960218,75.337051,51.549004,18.481722
2017-04-27,36.268814,105.527061,119.631935,13.627845,155.434814,39.028473,12.831801,74.501526,51.351196,18.175013
2017-04-28,36.209633,105.477783,118.376495,13.588315,153.909698,38.63073,12.703384,74.123543,50.718204,18.046392
2017-05-01,36.764114,105.90155,119.760445,13.706904,155.444733,39.505764,12.930585,74.551254,51.13361,18.353102
2017-05-02,36.476971,106.000092,119.27607,13.677258,155.28627,39.80407,12.792289,75.426582,51.005028,18.283844
2017-05-03,36.843323,106.906761,121.035645,13.953965,157.762131,40.171986,12.979976,76.043274,51.63802,18.659811
2017-05-04,36.972042,107.547325,122.034058,14.102201,157.554169,39.933338,12.891071,76.003502,51.736923,18.699387
2017-05-05,36.605694,107.15313,121.707848,14.112083,157.395706,39.903507,12.831801,75.595673,51.202839,18.531191
2017-05-08,36.991848,106.689949,122.261421,14.18126,158.356339,40.181927,12.891071,75.227638,51.430321,18.471828
2017-05-09,36.813622,106.315453,120.56115,14.042906,157.772034,40.271423,12.772532,75.118225,51.014923,18.273951
2017-05-10,36.843323,106.887047,121.045532,14.18126,157.762131,40.002411,12.742898,75.108284,51.40065,18.303633
2017-05-11,36.635395,106.226768,120.343666,14.013259,156.900528,39.87289,12.634237,74.551254,51.074265,18.046392
2017-05-12,36.288845,104.669678,119.424339,13.963847,156.286514,39.464394,12.604604,74.014137,50.846783,18.01671
2017-05-15,36.655197,105.881844,120.739082,14.171378,158.990158,40.39098,12.792289,75.30722,51.202839,18.214588
2017-05-16,36.714607,106.236618,121.213585,14.369026,160.80249,40.520496,12.881193,76.391418,51.390759,18.343208
2017-05-17,34.22934,101.920135,115.845863,13.805729,155.018875,37.979874,12.140326,71.398125,49.907192,17.462656
2017-05-18,34.120422,101.949707,116.013916,13.845259,155.563568,38.189106,12.347769,71.815887,50.184124,17.492336
2017-05-19,34.22934,103.230278,117.397858,13.924317,155.781448,38.119358,12.416916,72.621582,50.540176,17.541805
2017-05-22,34.22934,103.508232,118.079941,13.904552,157.217438,38.378403,12.486064,72.780724,50.876453,17.522017
2017-05-23,34.744217,104.381805,119.760445,14.29985,159.742828,38.727112,12.733021,72.919983,51.390759,17.858408
2017-05-24,34.28875,104.193192,119.572617,14.102201,158.861435,38.8666,12.663872,72.462433,51.222622,17.878197
2017-05-25,34.22934,105.245445,120.056992,14.112083,159.643784,39.265129,12.713264,73.24823,51.202839,18.042307
2017-05-26,34.298649,104.302391,119.92849,13.963847,158.653442,39.374725,12.703384,73.288017,50.876453,17.893116
2017-05-30,33.912495,104.093925,117.496712,13.805729,157.28035,38.517891,12.584846,72.611633,50.540176,17.733976
2017-05-31,33.763969,104.084,117.338539,13.677258,155.688339,38.607555,12.387282,71.885513,50.332478,17.375916
2017-06-01,34.160027,105.920479,118.752136,13.627845,157.907181,39.554066,12.56509,73.417328,50.965469,17.564892
2017-06-02,33.793678,105.642525,117.793274,13.380785,156.802734,38.80682,12.426795,72.93988,50.737988,17.316238
2017-06-05,33.645153,104.798737,117.219917,13.370903,156.394775,38.956272,12.416916,73.39743,50.767662,17.395807
2017-06-06,33.526337,102.446053,116.794853,13.341255,155.091324,38.577667,12.298378,73.198494,50.32259,17.395807
2017-06-07,34.179832,102.793503,118.52478,13.500198,155.937088,38.727112,12.535456,73.566528,50.579739,17.704138
2017-06-08,35.268993,104.639915,119.622047,13.93729,158.285294,39.613846,12.762654,75.675255,51.21273,18.101986
2017-06-09,35.981895,106.962814,121.757271,14.304845,162.543915,41.138218,13.128148,77.873489,52.31057,18.519724
2017-06-12,36.249237,107.568359,121.431053,14.265109,161.62851,41.726051,13.207174,78.311157,52.271004,18.479939
2017-06-13,36.516575,107.260628,122.389931,14.324714,161.867294,41.895424,13.187418,78.490196,52.36002,18.569454
2017-06-14,36.219532,107.310257,122.548096,14.404184,161.737961,42.144508,13.246687,78.520035,52.26112,18.698753
2017-06-15,36.348251,107.488937,121.55957,14.304845,160.703156,41.965168,13.206937,78.211685,51.806156,18.579399
2017-06-16,36.0116,106.923103,121.104843,14.265109,160.86235,41.7659,13.137375,78.052536,51.697361,18.440155
2017-06-19,36.189827,107.687485,122.370163,14.404184,161.847412,42.303917,13.23675,78.639389,51.994076,18.688808
2017-06-20,35.585838,106.645149,121.57933,14.175705,160.991714,41.985092,13.147312,77.734238,51.766594,18.469992
2017-06-21,34.853134,104.123703,120.926903,13.867753,160.225555,41.596531,12.978375,77.266739,51.430321,18.29096
2017-06-22,34.6353,102.555244,119.374916,13.748547,158.693253,41.476974,12.859124,76.779343,50.737988,18.101986
2017-06-23,34.150131,102.604889,118.178795,13.48033,157.051483,41.467003,12.630562,76.212379,50.213795,17.8036
2017-06-26,34.318451,102.912621,118.999268,13.659141,158.016632,41.696163,12.710062,77.077744,50.451164,18.022417
2017-06-27,34.496677,103.835823,119.730789,13.907489,158.364899,42.463333,12.829312,78.221626,50.856674,18.101986
2017-06-28,34.991753,106.476395,121.984634,13.996894,160.842453,42.692486,13.057875,80.280609,51.69202,18.281013
2017-06-29,35.298698,107.588211,123.813416,14.563128,160.374802,42.851894,13.296374,80.290588,51.493126,18.629129
2017-06-30,35.328403,107.34996,123.437782,14.54326,161.140945,42.802082,13.4355,80.011314,51.632351,18.639076
2017-07-03,36.179928,109.375061,124.55481,14.781673,163.489166,43.320168,13.664063,81.387726,52.2887,18.917568
2017-07-05,36.516575,109.414772,124.633896,14.751872,163.618515,43.519432,13.71375,81.317909,52.368252,19.0966
2017-07-06,36.239334,109.990532,124.564705,14.612797,162.772766,43.320168,13.574624,80.799263,51.890915,18.897676
2017-07-07,36.704704,110.54644,125.088615,14.592929,164.285172,43.160759,13.604437,81.178276,52.169361,19.116491
2017-07-10,36.684902,110.526581,125.741043,14.652533,163.53891,43.46962,13.604437,82.185646,52.020195,19.186115
2017-07-11,36.368053,109.841629,125.928864,14.652533,164.344864,42.941566,13.624312,81.557281,51.483185,19.136383
2017-07-12,36.160122,110.397537,125.760826,14.533326,164.41452,42.891747,13.644187,82.026062,51.612465,19.046867
2017-07-13,36.48687,111.112274,126.606056,14.72207,165.708023,43.021275,13.783312,82.315308,51.930691,19.265684
2017-07-14,35.882881,110.596077,126.456894,14.582995,164.941879,42.881786,13.703813,82.085907,51.79147,19.106544
2017-07-17,35.73436,110.467026,126.645828,14.602863,165.160782,42.77219,13.723687,82.55468,51.741741,19.036922
2017-07-18,35.239288,109.791992,124.865868,14.44392,164.65332,42.70245,13.624312,82.444977,51.34396,18.847946
2017-07-19,34.92244,110.486877,125.691216,14.374383,161.668304,42.01498,13.614374,82.55468,51.79147,18.967299
2017-07-20,34.902637,110.248627,126.238129,14.215441,159.539001,41.985092,13.47525,82.514793,52.189251,18.27107
2017-07-21,34.140224,110.92366,125.532112,14.135968,157.320145,41.99506,12.888937,82.504814,51.831245,17.922955
2017-07-24,35.100666,111.310814,126.427063,14.304845,159.539001,41.805759,13.107562,83.631874,52.497536,18.201445
2017-07-25,35.496723,112.690659,128.604782,14.463789,160.693207,42.792122,13.316249,84.768906,52.875427,18.380476
2017-07-26,34.823421,111.370377,126.645828,14.354515,157.190781,42.622742,13.097625,85.147919,52.139526,17.932901
2017-07-27,34.69471,111.916359,126.954094,14.294912,158.215637,42.383625,13.037999,82.514793,52.139526,17.962738
2017-07-28,34.595692,112.372993,126.934204,14.404184,159.78775,42.393589,13.087687,82.67437,52.278751,17.813547
2017-07-31,34.914181,112.402779,128.077759,14.503525,162.334961,42.742302,13.167187,82.973595,52.487587,17.942846
2017-08-01,35.05352,113.564232,129.678726,14.592929,163.837418,42.971455,13.23675,83.222946,52.656647,18.01247
2017-08-02,35.451626,114.388168,129.947205,14.732004,164.096115,42.861858,13.23675,82.58461,52.696426,17.972685
2017-08-03,35.05352,109.464401,129.778168,14.801541,162.971756,42.722378,13.077749,82.165695,52.388142,17.932901
2017-08-04,35.451626,111.668182,131.428864,14.841277,162.762817,42.95153,13.216875,82.684349,52.825703,18.300907
2017-08-07,35.182903,110.874031,130.374802,14.77174,162.802612,42.722378,13.197,82.664398,52.825703,18.221338
2017-08-08,35.172951,110.665565,131.617798,14.761806,163.548859,42.562962,13.266562,82.664398,52.895317,18.251177
2017-08-09,34.864414,109.136818,130.991318,14.582995,162.185715,41.944084,13.087687,81.706894,52.935097,18.022417
2017-08-10,33.550655,105.285156,128.266693,14.205506,157.927094,40.536633,12.729938,79.642281,52.089806,17.525108
2017-08-11,33.23217,104.917862,127.331963,13.977026,155.817688,40.576561,12.6405,79.143578,51.761631,17.425648
2017-08-14,34.058247,105.96019,130.16597,14.314779,158.295242,41.045708,12.879,80.011314,52.497536,17.813547
2017-08-15,33.829334,105.47377,129.609116,14.384316,157.708191,40.856052,12.91875,80.131004,52.686481,17.813547
2017-08-16,33.789524,104.441368,129.370468,14.245242,157.807693,40.666397,12.91875,79.712097,52.557198,17.883169
2017-08-17,32.654911,101.910004,126.586166,13.897554,153.101318,39.598328,12.561,77.547745,51.433464,17.694193
2017-08-18,32.903732,101.949997,126.397232,13.967093,152.663513,39.438618,12.580874,77.647484,51.393684,17.49527
2017-08-21,32.545433,101.080002,125.890091,13.947225,151.728226,39.199051,12.52125,77.517822,51.383736,17.316238
2017-08-22,33.262024,101.900002,126.794991,14.145903,152.832672,39.698151,12.620625,78.794487,51.652241,17.525108
2017-08-23,33.341648,101.099998,126.814873,14.215441,152.444626,39.688164,12.590813,78.804466,51.522964,17.584785
2017-08-24,33.839287,101.690002,126.954094,14.354515,152.066513,39.568382,12.620625,78.585037,51.56274,17.545
2017-08-25,33.689995,102.82,127.16291,14.354515,153.031677,39.688164,12.68025,78.545143,51.781521,17.59
2017-08-28,33.31179,102.68,126.83477,14.195572,151.240662,39.468563,12.6405,78.215996,51.672131,17.389999
2017-08-29,33.15255,101.32,125.561943,14.066431,149.380005,39.109215,12.511312,77.338287,51.21468,17.25
2017-08-30,33.23217,102.139999,125.084633,14.145903,149.289993,39.498508,12.590813,77.996567,51.30418,17.280001
2017-08-31,32.9734,102.080002,124.706772,14.016762,147.860001,39.827915,12.511312,78.116257,50.966064,17.209999
2017-09-01,33.45113,103.150002,125.929871,14.135968,149.0,40.087444,12.620625,78.754593,51.393684,17.360001
2017-09-05,32.49567,100.739998,123.095848,13.549868,145.449997,38.699955,12.302625,76.071587,50.588169,16.790001
2017-09-06,32.615101,100.580002,122.867134,13.53,145.160004,38.859665,12.431812,75.951904,50.627949,16.91
2017-09-07,31.928364,98.650002,120.033119,13.17,142.470001,38.041149,12.103875,74.615387,49.583767,16.469999
2017-09-08,32.654911,98.910004,120.828636,13.26,144.070007,38.610119,12.242999,75.124062,49.703102,16.620001
2017-09-11,33.301838,100.93,123.075958,13.52,146.520004,39.238979,12.461625,76.889458,50.598118,17.030001
2017-09-12,34.317017,102.18,125.730995,13.7,149.020004,39.768021,12.710062,78.016518,51.28429,17.459999
2017-09-13,34.526024,102.360001,126.586166,13.74,150.5,39.728092,12.819374,78.255898,51.75169,17.860001
2017-09-14,34.615597,101.970001,126.476784,13.69,149.919998,39.917751,12.72,78.096313,51.353905,17.879999
2017-09-15,34.993801,102.779999,127.471176,13.75,149.990005,40.137352,12.76,79.562485,51.522964,17.92
2017-09-18,35.421772,103.379997,128.972702,14.02,151.669998,40.576561,13.09,80.709496,52.089806,18.09
2017-09-19,35.650684,104.309998,130.543854,14.15,152.710007,40.965855,13.25,80.958847,52.865482,18.120001
2017-09-20,35.620827,105.169998,132.254211,14.31,154.559998,41.534824,13.36,82.10585,53.223488,18.15
2017-09-21,36.098557,104.779999,132.602249,14.43,154.419998,42.003979,13.4,82.524757,53.442272,18.25
2017-09-22,36.178177,105.0,132.681793,14.42,153.820007,42.463146,13.39,82.694321,53.372658,18.32
2017-09-25,36.287659,105.360001,132.771286,14.48,154.710007,42.423218,13.38,82.504814,53.312992,18.27
2017-09-26,36.645954,105.940002,131.687393,14.71,155.440002,42.752621,13.45,82.734215,53.303043,18.34
2017-09-27,37.044067,106.779999,133.566803,15.05,157.910004,43.960434,13.75,84.15052,53.849998,18.67
2017-09-28,36.894775,106.0,133.706024,15.04,159.220001,43.551174,13.87,84.349998,53.48,18.66
2017-09-29,37.69099,106.32,134.014282,15.23,161.039993,43.660976,13.96,84.330002,53.59,18.82
2017-10-02,37.044067,107.279999,134.362305,15.23,161.389999,43.960434,14.04,84.550003,53.439999,18.9
2017-10-03,36.665863,107.839996,133.427582,15.17,161.309998,44.379673,13.9,85.790001,53.470001,18.74
2017-10-04,36.397137,107.849998,133.51709,15.09,160.690002,44.200001,13.76,85.529999,53.150002,18.57
2017-10-05,36.954491,109.260002,134.779953,15.27,161.570007,45.098373,13.96,86.010002,53.759998,18.77
2017-10-06,37.31279,109.650002,134.929123,15.21,162.080002,45.258087,13.9,86.269997,54.18,18.690001
2017-10-09,37.13364,109.059998,134.849564,15.01,161.169998,45.327957,13.85,86.07,53.849998,18.57
2017-10-10,37.631279,110.0,135.953339,15.16,163.160004,45.008537,13.98,86.480003,54.23,18.65
2017-10-11,37.27298,110.010002,135.72464,15.04,163.149994,45.228142,13.85,86.389999,54.259998,18.440001
2017-10-12,36.984348,109.349998,134.511475,14.91,162.830002,44.948643,13.79,86.330002,53.990002,18.24
2017-10-13,36.805199,109.110001,133.0,14.83,163.210007,44.649185,13.7,85.330002,54.130001,18.190001
2017-10-16,36.874866,109.370003,135.029999,14.96,164.220001,44.38966,13.92,85.639999,54.259998,18.43
2017-10-17,36.506618,108.790001,134.259995,14.78,164.139999,43.311607,13.81,84.110001,53.880001,18.190001
2017-10-18,37.004253,108.889999,134.740005,14.9,160.619995,43.401443,13.95,85.309998,53.27,18.58
2017-10-19,37.253075,109.599998,135.300003,14.97,162.259995,43.191826,13.98,85.720001,53.59,18.25
2017-10-20,38.148819,110.779999,136.949997,15.22,165.199997,44.599277,14.19,86.629997,54.09,18.49
2017-10-23,38.318016,110.790001,136.770004,15.12,164.940002,44.38966,14.11,86.32,54.130001,18.450001
2017-10-24,38.188629,112.169998,137.830002,15.44,165.75,45.108356,14.21,86.360001,54.209999,18.459999
2017-10-25,37.850235,111.25,137.460007,15.57,165.800003,44.569332,13.88,85.730003,54.139999,18.32
2017-10-26,38.327965,111.889999,137.850006,15.81,167.600006,45.268066,13.91,84.580002,54.299999,18.52
2017-10-27,38.268253,112.019997,138.169998,15.72,167.820007,44.828861,13.94,85.489998,54.439999,18.370001
2017-10-30,37.900002,111.599998,137.160004,15.6,166.899994,44.76897,13.77,85.010002,54.259998,18.23
2017-10-31,38.009998,110.459999,136.789993,15.48,166.770004,44.758987,13.8,84.779999,54.380001,18.25
2017-11-01,38.369999,110.580002,136.940002,15.56,167.279999,44.160076,13.81,83.809998,54.48,18.280001
