Date,O,T,SJM,NEM,SCG,GIS,AWK,TSN,CPB,REG
2016-12-15,51.909557,39.521564,124.256287,30.757311,70.917084,60.692902,70.544006,61.712093,57.900387,64.383972
2016-12-16,53.283184,39.68346,125.903938,31.503607,71.976845,61.34988,71.426041,61.751648,57.968552,65.584709
2016-12-19,55.069855,40.112003,126.147667,31.623014,72.190742,60.924782,71.847473,61.642864,58.250942,66.068863
2016-12-20,54.52232,40.44532,125.962433,31.503607,72.365753,59.369293,71.729866,61.217602,58.552814,66.0495
2016-12-21,54.022823,40.340565,125.328728,31.394148,72.171303,60.277462,71.347649,61.286831,58.630711,64.897186
2016-12-22,54.109276,40.683407,125.981941,31.284695,72.433807,60.345097,70.994827,61.059368,58.630711,65.197365
2016-12-23,54.186123,40.692928,126.215935,32.299648,72.618538,60.055252,71.494644,61.860432,58.698879,65.31356
2016-12-27,54.205334,40.616745,125.650467,32.429012,72.365753,60.093895,71.622055,61.751648,58.903366,65.26516
2016-12-28,53.878735,40.492939,124.753517,32.618073,70.897629,59.794395,70.544006,60.97036,58.942322,64.655106
2016-12-29,54.595036,40.626263,125.913689,35.095776,71.568489,60.248478,71.269249,61.464848,59.351303,65.846146
2016-12-30,55.414497,40.50246,124.851006,33.901699,71.247643,59.678459,70.91642,61.000027,58.8839,66.766052
2017-01-03,55.424137,40.969101,125.738205,34.458935,71.218483,59.987625,70.808617,61.890106,59.049435,66.707962
2017-01-04,56.253231,40.731022,125.309235,34.787308,71.247643,59.9683,71.357437,62.770294,59.45842,67.773109
2017-01-05,57.766815,40.616745,125.942924,36.389351,70.392052,60.142204,71.475044,63.096657,59.331829,67.928047
2017-01-06,57.68969,39.807487,125.806435,35.245029,69.905922,59.850109,71.386848,62.621944,59.107864,68.073296
2017-01-09,57.265503,39.306522,124.802254,35.185329,68.962822,58.964088,69.926567,61.959332,58.52021,67.134026
2017-01-10,56.581009,39.316154,125.513977,34.906712,69.050316,58.856991,69.309151,60.535206,58.774857,66.523972
2017-01-11,56.426762,39.123478,127.376106,34.200218,69.507286,59.373024,69.162132,60.782452,58.91198,66.020447
2017-01-12,57.429386,39.508831,127.288368,34.299725,69.993416,59.65538,69.279739,61.009914,60.30275,66.814484
2017-01-13,56.947365,39.460667,127.717339,34.359425,70.061478,59.47039,69.407135,61.30661,60.449661,66.69828
2017-01-17,57.969265,39.605175,128.94577,34.966415,70.528175,60.346672,70.63221,61.632973,60.812046,67.501984
2017-01-18,57.631847,39.306522,129.667221,35.085819,70.353165,60.444035,71.151634,62.048347,61.007931,67.79248
2017-01-19,57.053406,39.499203,129.530731,34.757454,69.021156,60.025368,70.436195,61.652752,60.958961,66.727325
2017-01-20,57.545078,39.932732,130.222931,34.866913,68.88504,60.77507,70.495003,61.880219,61.546608,67.550407
2017-01-23,58.094593,40.462597,130.144928,35.702759,68.350296,60.482979,70.338188,61.069256,61.820843,68.760811
2017-01-24,57.631847,39.846024,131.139374,35.861973,67.786385,61.018482,70.475395,61.672527,61.997143,68.886696
2017-01-25,57.477589,39.874928,131.626831,34.777355,67.426636,61.349525,70.289192,61.939552,61.801258,67.928047
2017-01-26,57.66077,40.24102,132.41655,34.021103,66.998856,61.047695,70.749817,61.029694,61.331139,67.666595
2017-01-27,57.304062,40.472229,132.192307,34.210171,66.60022,61.067169,70.867416,62.078007,61.291965,67.250214
2017-01-30,57.363083,40.289185,130.759155,34.797256,66.240479,60.950329,70.475395,61.880219,61.096081,66.766052
2017-01-31,57.692032,40.616741,132.445816,36.100784,66.79467,60.833492,71.974876,62.09779,60.949165,67.521355
2017-02-01,56.414932,40.520401,132.104568,35.692806,66.386314,59.752743,70.367592,63.591145,61.203815,66.51429
2017-02-02,57.48885,39.672611,134.132446,36.498806,67.251633,60.093521,71.533852,64.461441,61.860023,67.288948
2017-02-03,57.875854,39.740051,135.302399,36.578411,67.766937,61.076904,71.331909,64.669128,61.977551,67.637543
2017-02-06,57.875854,39.557007,134.541916,37.752579,67.562752,59.8209,71.01667,62.434044,61.311546,67.676285
2017-02-07,58.195133,39.614807,136.160339,37.135647,67.47525,60.190887,71.01667,63.937286,61.928581,67.104973
2017-02-08,58.53376,39.701515,134.474365,37.663025,68.301682,60.580345,71.844162,64.332878,62.095085,67.821533
2017-02-09,58.611156,39.797855,134.974289,37.016239,67.232193,61.398212,71.76535,64.669128,62.526028,68.663986
2017-02-10,59.28841,39.865295,135.287949,37.46402,67.348862,61.106113,72.366264,64.342766,61.967758,69.041618
2017-02-13,59.617352,39.162014,136.042709,37.195354,68.087784,61.232689,72.129852,64.580124,62.124466,68.983521
2017-02-14,58.804657,39.258354,135.199738,36.906784,65.005692,61.427418,71.725945,64.283424,61.7327,67.899002
2017-02-15,58.359608,39.614807,135.787857,36.84708,65.598778,61.524784,71.922974,64.609795,62.144058,67.046867
2017-02-16,58.611156,39.740051,135.111511,37.384411,65.452942,59.918266,72.346573,64.184525,61.262573,67.318001
2017-02-17,58.824005,39.961632,133.258926,36.827179,63.829258,57.66914,72.71106,64.540565,57.276348,67.540718
2017-02-21,59.520607,40.20248,139.110748,37.255051,65.102921,59.411968,73.272575,62.612057,57.736679,68.276642
2017-02-22,59.15295,40.067608,137.94429,35.822166,66.055748,58.993301,73.804527,62.523052,57.952145,68.2864
2017-02-23,60.817055,40.414429,138.042328,35.682858,67.028015,59.178291,74.444855,62.127457,57.844414,69.203255
2017-02-24,61.136333,40.809422,138.385406,35.901772,67.00856,59.752743,75.163986,61.989002,57.893383,69.437355
2017-02-27,61.292618,40.289185,138.169754,33.802197,66.639114,58.360424,75.311752,61.894714,57.756264,69.934792
2017-02-28,59.487034,40.260284,138.9245,34.070866,67.426636,58.779095,76.838676,62.093224,58.128441,68.618027
2017-03-01,58.826931,40.501137,137.905106,34.249969,66.872452,58.954357,76.503746,63.720982,58.265564,66.716042
2017-03-02,58.788113,40.530033,138.159958,33.434021,68.039169,59.304867,76.681053,62.629192,58.59856,67.428062
2017-03-03,58.574543,40.472229,137.709076,33.901699,68.544746,59.129608,76.188499,63.125458,58.314533,66.072289
2017-03-06,57.924149,40.424061,137.218964,32.846935,68.466965,58.837521,76.149109,61.527473,58.069675,64.989609
2017-03-07,58.089172,40.346989,136.415176,32.866867,67.873878,58.662262,75.745201,61.428219,57.873791,64.10202
2017-03-08,56.011787,40.24102,135.699646,32.777176,66.680161,58.487,74.346344,61.457996,57.452644,63.185162
2017-03-09,55.477879,40.404797,136.924881,32.488171,66.052383,59.032249,74.15918,61.825237,57.815029,61.400211
2017-03-10,55.710854,40.799782,136.728867,32.827003,66.130859,58.973824,74.789642,63.075832,57.971729,61.039322
2017-03-13,56.128277,40.819054,136.356354,32.906731,66.307419,58.92514,74.957115,63.125458,57.834618,62.15126
2017-03-14,56.050617,40.549301,136.170135,32.28886,66.160286,58.866726,74.878311,62.2024,57.736679,63.253437
2017-03-15,57.497021,41.030998,136.385788,33.983025,67.435432,59.548279,76.07029,62.629192,58.138237,65.12616
2017-03-16,57.331997,40.88649,135.974091,32.697453,66.385887,59.207504,74.61232,61.537399,57.619144,64.843307
2017-03-17,58.108585,41.050266,135.807465,32.727348,66.582062,59.061455,75.065475,61.378593,57.981529,65.262718
2017-03-20,57.720287,40.867218,135.758438,33.444878,66.140671,58.671997,74.7995,61.894714,57.785645,65.12616
2017-03-21,58.283321,40.539669,131.94545,33.913265,66.9646,58.185169,75.351158,61.795456,55.914959,65.057884
2017-03-22,58.186249,40.125408,130.994644,33.723919,66.44474,57.38678,76.011185,62.252029,55.738663,64.697006
2017-03-23,57.933857,40.125408,130.524155,33.504669,65.434433,57.80545,75.351158,61.864937,56.414459,65.613853
2017-03-24,57.720287,40.154308,130.426117,33.36515,65.630615,57.600983,75.942223,62.103146,56.257755,65.457802
2017-03-27,57.341705,39.971268,130.259491,33.793678,65.189217,57.240734,75.695946,61.378593,56.306725,64.814049
2017-03-28,57.166969,40.038708,130.504547,32.886799,64.875336,57.454933,76.040733,61.358742,56.434048,64.979866
2017-03-29,57.341705,39.932732,129.965439,33.076149,64.404518,57.873604,76.021034,61.418293,56.385078,64.833557
2017-03-30,57.410873,40.231384,128.661743,32.817039,64.296623,57.513359,75.853569,61.180084,55.934544,64.862816
2017-03-31,57.995396,40.029068,128.485336,32.846935,64.100441,57.454933,76.612091,61.249561,56.061871,64.755524
2017-04-03,58.170769,40.04834,128.485336,33.773743,64.58107,57.007057,75.991486,61.517548,55.719074,64.814049
2017-04-04,58.180508,40.163944,128.210861,34.072716,64.855721,56.841537,76.562851,61.606876,55.611336,64.716507
2017-04-05,58.20974,39.990528,127.446312,34.192307,65.473671,56.714962,77.124359,61.487774,55.601543,64.501923
2017-04-06,58.618904,39.581074,126.877792,34.052784,65.03228,56.636425,76.779579,62.152771,55.425247,64.404381
2017-04-07,58.706585,39.571323,126.838577,34.192307,64.149483,56.59716,76.740166,61.696205,55.248951,64.443405
2017-04-10,59.183952,39.366596,125.16243,34.49128,64.267189,56.469528,76.858376,62.182552,55.682587,65.048141
2017-04-11,59.826946,39.298355,125.240837,35.009491,64.051399,56.371357,77.134209,62.390984,55.82056,65.555328
2017-04-12,59.797722,39.54208,125.662323,34.959667,64.953804,56.528439,77.646461,63.780537,56.204918,65.691887
2017-04-13,59.86591,39.269104,124.858566,34.381653,64.54184,56.125923,77.400185,62.996433,55.327793,65.65287
2017-04-17,60.216629,39.288601,125.476089,34.471344,65.03228,56.548069,77.981415,63.979042,55.771282,66.160065
2017-04-18,60.460182,39.239861,125.574112,34.202271,65.424629,57.097839,78.316345,64.753227,56.362602,66.628258
2017-04-19,60.382248,39.239861,124.976189,33.405018,65.336349,56.783684,78.13903,64.147774,56.451302,66.803818
2017-04-20,60.469925,39.347099,124.936981,33.554501,64.777252,56.82296,77.991257,64.554718,56.668121,66.755051
2017-04-21,60.158176,38.927891,124.074394,34.01292,65.002846,56.675694,79.31131,64.653969,56.520287,65.808929
2017-04-24,58.531231,39.015633,124.642921,33.59436,65.473671,57.078205,79.567436,64.902107,57.141174,63.633827
2017-04-25,58.28767,38.937637,124.417465,32.777176,65.571754,57.176384,79.764458,64.644043,56.756817,63.555805
2017-04-26,57.683655,39.425091,124.388069,32.866867,65.679657,56.82296,79.035477,64.048523,56.569569,62.492638
2017-04-27,58.124592,38.908394,123.907768,32.797108,65.9543,56.361538,79.212791,64.127922,56.28376,62.307316
2017-04-28,57.049118,38.635418,124.211632,33.694019,65.042084,56.459713,78.572472,63.780537,56.707542,61.62455
2017-05-01,57.50864,38.118717,123.398056,32.567898,64.188728,55.56633,77.813942,63.393444,56.03738,61.946423
2017-05-02,57.723743,37.972485,122.202209,32.896763,64.335846,54.89875,77.932152,62.748299,56.086655,62.658451
2017-05-03,56.540714,37.436291,122.486465,32.577862,63.639427,55.026375,76.946793,62.182552,55.988102,61.556274
2017-05-04,54.536423,37.056072,123.1138,32.169266,63.678661,56.008114,74.946381,62.50016,56.411884,61.010056
2017-05-05,55.357689,37.592274,123.584297,32.617725,64.679161,56.253548,75.906975,62.857475,56.569569,61.127102
2017-05-08,54.438648,37.60202,123.741127,32.567898,65.03228,56.351727,75.827751,59.036201,57.013054,59.976158
2017-05-09,53.734703,37.260803,123.005974,32.647621,64.257385,55.34053,74.570068,57.448139,56.342892,60.015171
2017-05-10,54.340878,37.485031,123.597626,32.836971,63.865032,55.311081,74.946381,57.606949,56.668121,61.380707
2017-05-11,53.226292,37.475281,123.301804,33.36515,64.237762,55.23254,74.985992,57.616871,56.806095,60.707691
2017-05-12,53.509827,37.524033,123.015831,33.634228,63.865032,55.222725,75.570267,57.805454,56.39217,59.225117
2017-05-15,53.089409,37.621521,123.045418,33.753811,64.394707,55.330715,75.758423,57.636723,56.658264,59.459202
2017-05-16,52.023716,37.231556,123.035553,33.634228,63.884644,55.065647,75.114731,57.418362,56.28376,57.508442
2017-05-17,52.561451,36.519875,124.041374,34.142475,63.806183,55.006741,74.817642,57.587097,56.579422,58.756931
2017-05-18,52.620113,36.997581,124.149849,33.195736,63.747322,54.888931,74.520546,57.398514,56.116219,59.278469
2017-05-19,52.99165,37.280304,124.258316,33.514637,64.276993,55.203087,75.124634,58.123066,54.973003,59.662247
2017-05-22,52.92321,37.290051,125.195114,33.564468,64.169098,55.674324,75.629692,58.00396,56.658264,59.790169
2017-05-23,52.93298,37.348549,125.767052,32.936626,64.816483,55.654686,75.827751,57.984108,57.279148,59.790169
2017-05-24,53.441387,37.192562,125.974129,33.544537,66.111244,55.87067,76.29319,57.994034,57.535385,60.980858
2017-05-25,53.920464,37.270554,126.220657,33.315327,66.552643,55.792133,76.976509,57.666496,57.978878,61.482716
2017-05-26,53.949799,37.163311,126.38829,33.992992,66.562447,56.273182,76.778442,57.904705,58.106995,61.01038
2017-05-30,53.980221,37.58252,125.993851,33.85347,66.376076,55.53688,77.016113,57.730339,57.042625,59.721287
2017-05-31,53.911526,37.563026,126.072739,34.032856,66.895943,55.703777,77.422142,57.132515,56.815952,59.888573
2017-06-01,54.510212,37.894489,128.419662,33.903301,67.307915,56.498981,78.036133,58.268387,57.121464,59.967297
2017-06-02,55.53093,37.894489,128.695755,33.913265,67.317719,56.498981,78.234192,57.680523,56.894791,59.937778
2017-06-05,54.343357,37.835999,128.685898,33.723919,66.846909,56.390991,78.046036,58.059147,56.648407,59.239109
2017-06-06,54.392433,37.758007,128.705627,35.330769,66.542824,56.479347,77.986618,59.155167,56.737106,60.183784
2017-06-07,54.58873,37.787251,129.060623,35.440552,67.376579,56.64624,78.590706,60.251186,56.520287,61.167824
2017-06-08,53.872261,37.533779,126.723564,34.951511,67.181602,56.155373,77.9272,60.301006,55.840271,60.82341
2017-06-09,54.284481,37.816502,125.392334,34.232918,67.349854,56.047382,78.491676,60.530174,55.722008,61.37447
2017-06-12,55.099087,38.089474,126.269966,34.312763,68.398949,56.194645,78.927406,61.048294,56.066944,62.840691
2017-06-13,55.236485,37.709259,126.457329,34.412567,68.626579,57.107658,79.402756,62.154278,56.145786,62.870209
2017-06-14,55.89407,37.74826,125.707893,33.654057,68.755241,57.677067,80.531708,62.283802,56.165501,62.476597
2017-06-15,55.854809,37.865246,125.382477,32.975384,69.279793,57.755608,81.264526,61.735794,56.135929,63.037495
2017-06-16,55.619259,37.982235,122.986252,32.775776,70.487236,56.057201,81.829002,61.387062,54.253563,60.469154
2017-06-19,55.177605,37.933487,122.434036,32.815697,70.022072,56.076836,80.541611,61.337246,54.02689,59.268631
2017-06-20,55.128529,37.689762,120.668922,32.775776,70.358574,55.703777,80.501999,61.167858,53.879059,58.806133
2017-06-21,54.392433,37.192562,119.880043,33.085171,69.457939,55.183453,79.92762,61.157894,53.317307,59.012783
2017-06-22,53.803558,37.143818,119.544769,33.434483,68.992775,54.977287,80.313835,61.496666,53.169479,59.317829
2017-06-23,54.255028,36.997581,119.041855,33.743881,68.735443,54.918385,80.343544,62.562794,52.804836,60.095222
2017-06-26,55.432777,37.192562,120.36322,33.703957,68.963081,55.144184,80.422775,62.532898,53.011791,61.453197
2017-06-27,54.951866,36.753857,118.499496,33.005325,67.983269,54.506054,79.293816,61.476738,52.11496,61.31543
2017-06-28,55.756668,36.987831,118.144501,32.975384,67.310265,55.389618,78.877892,61.347206,52.124813,62.142025
2017-06-29,54.940971,36.675861,116.379387,32.166969,66.914383,53.966099,77.342918,61.347206,51.237835,61.974735
2017-06-30,54.359745,36.7831,116.685074,32.326656,66.320557,54.388248,77.194374,62.403374,51.395519,61.64016
2017-07-03,55.216808,37.153564,116.507584,31.827633,66.459114,54.172264,77.31321,62.353554,51.43494,62.791489
2017-07-05,54.389297,37.163311,114.683304,32.616089,66.132507,53.809021,77.15477,61.347206,51.247688,61.650005
2017-07-06,53.325344,36.718895,113.509834,32.216869,65.716827,53.313725,76.847763,59.992126,50.93232,60.725006
2017-07-07,53.877022,36.521378,113.785942,31.967358,64.351021,53.125515,77.006218,60.002094,50.833767,61.384315
2017-07-10,52.803226,36.373238,112.819572,32.466381,63.094093,52.897678,77.11515,59.065491,50.222736,60.459316
2017-07-11,53.088917,36.146088,112.859009,32.885559,63.123783,53.026451,76.996315,58.368027,50.71891,60.419956
2017-07-12,53.857323,36.373238,113.559143,33.105129,63.242554,52.937298,77.758842,59.703175,50.996765,61.167824
2017-07-13,54.310482,35.760925,114.72274,32.87558,62.816975,52.778805,77.006218,60.669666,50.957073,61.453197
2017-07-14,55.413834,35.849808,115.127045,33.234875,62.698208,53.234482,77.877686,61.167858,51.334164,62.535637
2017-07-17,55.640415,35.938694,116.921745,33.664036,63.39101,53.640621,78.551094,61.446842,51.393707,62.939091
2017-07-18,55.738934,35.543655,114.860794,33.644073,63.638439,53.165134,78.897697,60.61985,50.599831,62.565159
2017-07-19,56.31031,35.681919,115.136902,33.813744,63.638439,53.343441,79.244301,60.908798,52.16774,63.450798
2017-07-20,56.46793,36.067081,116.606194,33.853661,64.054115,53.660431,80.214806,60.709522,51.522709,63.470474
2017-07-21,56.45808,36.057205,116.833,34.322742,64.934959,53.838737,81.125885,61.656086,51.6021,63.204784
2017-07-24,56.320156,35.780678,117.947289,33.833702,63.89576,53.967518,80.145485,61.387062,51.612022,63.283504
2017-07-25,56.576294,35.770802,119.337677,36.169128,63.89576,54.601498,79.977142,62.493046,52.128044,63.854244
2017-07-26,57.05901,37.558353,119.031998,36.887718,64.608353,54.611404,80.561417,62.801922,52.207432,64.621796
2017-07-27,57.088562,38.921238,120.432259,36.368732,64.964645,54.968018,80.016754,63.13073,52.663914,66.117538
2017-07-28,56.556618,38.516323,120.718224,36.987522,60.659405,54.809525,80.264328,62.772034,52.445595,65.103981
2017-07-31,56.418194,38.516323,120.20546,37.097305,63.707718,55.136417,80.313835,63.13073,52.425751,65.163017
2017-08-01,57.090546,38.397812,119.061569,36.907677,66.864891,54.680744,80.591125,62.672394,52.118122,66.225784
2017-08-02,56.457741,37.79538,119.130608,36.797894,66.459114,55.542561,81.205116,63.399754,52.306667,65.04493
2017-08-03,56.398415,37.805252,119.485596,36.51844,64.667732,55.691151,79.868202,63.011166,52.60437,65.074448
2017-08-04,56.80381,37.953392,119.781433,36.079304,63.133682,55.641617,80.294037,63.070946,52.773071,65.664879
2017-08-07,56.80381,38.042278,120.866135,36.099262,62.628929,55.849644,81.015701,66.657921,52.832615,65.674721
2017-08-08,56.655491,37.884262,120.096985,35.670105,62.995125,55.255287,80.936066,64.784721,52.842533,65.477913
2017-08-09,56.833466,37.884262,121.268082,36.0294,62.054897,55.245384,81.304367,64.426025,52.802841,65.792809
2017-08-10,56.378643,37.71637,120.801628,36.368732,61.371994,55.76049,80.98584,64.635269,52.842533,65.349991
2017-08-11,55.844715,37.627483,121.357399,36.458557,60.065575,56.057671,80.348778,65.312805,53.19978,64.07074
2017-08-14,56.675266,38.022526,122.081894,35.949558,61.174057,56.86005,80.955978,65.611717,53.437943,65.400169
2017-08-15,56.329205,37.686741,121.992569,35.700047,61.154263,56.770897,81.384003,65.721321,53.318863,64.546951
2017-08-16,56.962006,37.755875,122.25061,36.059341,61.411583,56.988827,81.214775,65.412445,53.576874,65.003319
2017-08-17,56.54673,37.133686,121.734535,35.979496,60.313004,57.02845,80.955978,64.665161,53.5471,64.814827
2017-08-18,56.210552,36.90654,120.98027,35.75993,60.20414,56.602493,81.065468,64.904289,53.279167,64.169952
2017-08-21,57.22897,37.113937,120.930641,36.538403,59.887428,56.751083,81.70253,64.874397,53.408173,65.013245
2017-08-22,56.734596,37.508972,118.955658,36.428616,59.738976,56.95911,81.812019,64.714973,53.586796,64.775139
2017-08-23,57.446491,37.449718,117.953278,36.907677,59.392574,57.137417,81.423813,64.326385,53.775341,65.25135
2017-08-24,56.853245,37.212696,106.698837,36.74799,59.570721,55.156231,81.294411,63.628922,52.078426,64.745377
2017-08-25,57.387173,37.518852,104.356644,36.91766,59.461857,54.502438,81.583076,63.021126,51.006691,65.231514
2017-08-28,56.566502,37.469471,104.604759,38.225098,59.966606,53.769398,81.622894,62.323658,50.351742,63.832626
2017-08-29,56.497288,37.380585,103.910034,37.965607,59.323292,53.422691,80.98584,61.954998,50.421207,62.880203
2017-08-30,56.489353,37.202816,103.453506,37.985569,59.13525,53.244385,80.47818,62.490002,49.86549,63.128231
2017-08-31,57.124512,36.995422,103.969589,38.265018,59.75877,52.758991,80.527954,63.299999,45.846481,63.812786
2017-09-01,57.422245,37.015175,104.048981,38.584393,59.521236,53.214668,80.458275,64.529999,45.052605,64.169952
2017-09-05,57.878761,36.630013,105.279633,38.674217,59.234219,53.214668,80.448318,64.470001,46.312881,64.011208
2017-09-06,57.739822,36.116463,105.408646,38.304943,59.412369,54.185448,80.47818,64.949997,47.166302,64.209633
2017-09-07,58.265812,35.158489,105.220078,39.522552,58.966999,54.145824,81.125191,64.650002,47.027374,64.289009
2017-09-08,58.881123,35.148617,106.331627,39.233124,59.23,54.82933,81.583076,65.389999,47.553318,63.673893
2017-09-11,59.000214,35.296757,106.291931,38.145256,59.630001,55.255287,82.538658,65.5,47.364773,64.487427
2017-09-12,58.47422,35.810303,106.937027,38.274998,59.060001,55.037361,81.374046,65.82,47.017452,63.415939
2017-09-13,58.345207,36.09671,106.24231,37.880001,59.189999,54.769897,80.98584,65.949997,47.325077,63.138149
2017-09-14,58.950592,35.86956,107.67144,38.060001,59.619999,54.532154,81.891647,66.32,47.384621,64.95372
2017-09-15,59.446812,36.639885,109.38839,37.849998,59.84,55.275101,82.299767,66.870003,48.357121,64.487427
2017-09-18,59.109383,36.955917,110.222054,37.779999,58.73,55.899174,81.861786,67.410004,47.702171,63.445705
2017-09-19,58.355129,37.736122,108.683746,38.09,58.209999,54.859051,81.941422,66.209999,46.957912,62.969494
2017-09-20,57.898609,37.953392,105.845329,37.630001,57.799999,51.679245,82.021057,65.779999,46.154106,62.116272
2017-09-21,57.471867,37.745998,105.120834,37.43,57.18,51.203762,81.413864,65.330002,45.310612,61.927769
2017-09-22,57.134434,38.111408,103.800865,37.889999,55.220001,50.748089,81.652756,65.410004,44.784668,61.630135
2017-09-25,57.491711,38.634834,104.773476,38.630001,56.32,51.778305,82.100693,65.650002,46.223576,62.225407
2017-09-26,57.898609,38.239799,105.279633,37.970001,55.57,51.481129,81.901604,65.830002,46.312881,62.592487
2017-09-27,56.876404,38.289177,105.994194,37.209999,51.220001,51.936802,80.627495,66.18,46.689976,61.372189
2017-09-28,57.382545,38.555828,104.326874,37.619999,50.990002,51.768398,80.736984,65.449997,46.689976,61.649979
2017-09-29,56.966183,38.684216,104.138306,37.509998,48.490002,51.273102,80.53791,70.449997,46.461735,61.55077
2017-10-02,56.846653,38.624962,103.929886,37.880001,48.580002,51.322636,81.393951,70.989998,46.501431,61.610294
2017-10-03,56.826729,38.990372,103.503136,38.23,48.549999,50.837242,81.374046,71.339996,45.836555,61.888088
2017-10-04,56.926342,39.010124,104.227623,38.080002,48.419998,51.520752,82.130554,71.639999,46.203728,62.374222
2017-10-05,56.806808,39.019997,104.803246,37.950001,48.43,51.599998,82.528709,71.07,46.233498,62.602406
2017-10-06,56.258961,38.59,103.453506,38.060001,48.360001,51.400002,82.389351,70.660004,46.124336,61.808716
2017-10-09,56.308765,38.299999,102.123619,38.279999,48.799999,50.189999,82.827332,70.639999,45.161758,62.136116
2017-10-10,56.388454,38.5,102.907661,37.900002,49.110001,50.950001,83.683372,70.110001,45.886177,63.068703
2017-10-11,56.448215,38.189999,103.483276,38.080002,49.580002,50.869999,84.051674,70.040001,45.390003,63.406021
2017-10-12,56.527905,35.860001,105.210159,38.389999,49.599998,51.27,84.708633,70.800003,45.990002,63.534996
2017-10-13,56.647434,35.700001,104.316948,38.59,49.849998,51.529999,84.629005,70.209999,46.18,64.160027
2017-10-16,56.677319,36.169998,105.16053,37.990002,49.169998,51.810001,84.81813,70.550003,46.650002,63.723503
2017-10-17,56.866573,36.23,103.86042,38.349998,49.130001,51.700001,85.634361,70.940002,46.139999,64.546951
2017-10-18,56.069706,35.709999,103.354263,37.860001,49.130001,52.25,85.823486,71.550003,45.639999,64.249321
2017-10-19,55.990017,35.689999,103.215317,37.84,48.650002,52.029999,86.838791,71.410004,45.369999,63.872311
2017-10-20,55.322639,35.540001,103.433662,37.790001,49.040001,52.009998,87.356407,71.540001,45.970001,63.148075
2017-10-23,55.252914,35.25,103.999359,37.369999,48.349998,51.669998,87.326546,71.519997,46.450001,63.237362
2017-10-24,54.744907,34.860001,103.632149,37.130001,48.290001,51.790001,86.420731,71.160004,46.130001,62.860359
2017-10-25,54.256828,33.490002,103.145851,36.75,47.57,51.529999,86.53022,71.089996,46.209999,62.43375
2017-10-26,53.230858,33.68,103.354263,35.810001,47.830002,51.759998,87.087646,71.300003,47.52,61.888088
2017-10-27,53.718941,33.970001,102.927505,35.799999,46.5,51.57,87.266815,71.040001,48.130001,62.026981
2017-10-30,53.958,33.540001,101.14109,36.23,45.91,50.66,87.356407,71.470001,46.360001,61.749191
2017-10-31,53.669998,33.650002,105.249855,36.16,43.139999,51.919998,87.356407,72.910004,47.369999,61.064632
2017-11-01,53.93,33.549999,104.426117,35.689999,42.630001,52.029999,86.808929,73.309998,47.529999,61.630135
