Date,Open,High,Low,Close,Adj Close,Volume,100movingaverage,3dexpmv,10dexpmv,SwingIndex,TrueRange,PDM,NDM,Gapo10,Gapo5,Adj Close_1d_percentC,Adj Close_2d_percentC,Adj Close_3d_percentC,Adj Close_4d_percentC,Adj Close_5d_percentC,Adj Close_6d_percentC,Adj Close_7d_percentC,Adj Close_classHigh,Adj Close_classMedium,Adj Close_classLow
2015-12-31,106.0,106.169998,104.620003,104.660004,104.660004,18391100,104.660004,102.516414309,99.6035582479,0.0,0.0,0.0,0.0,0.0,0.0,-0.0233136146259,-0.0184406738605,-0.0161475533672,-0.0643990611734,-0.0700363244779,-0.0683164697758,-0.0505446282995,-1,-1,-1
2016-01-04,101.949997,102.239998,99.75,102.220001,102.220001,37912400,103.4400025,102.516414309,99.6035582479,1.97643273152,4.910004,0.0,4.870003,0.0,0.0,0.00498925841333,0.00733711595248,-0.0420661608094,-0.0478379862274,-0.0460770783988,-0.0278810210538,-0.0663275184276,1,0,0
2016-01-05,102.889999,103.709999,101.669998,102.730003,102.730003,23258200,103.203336,102.516414309,99.6035582479,0.234489759279,2.040001,1.470001,0.0,0.0,0.0,0.00233620162554,-0.0468218130978,-0.0525649843503,-0.0508128185298,-0.0327070953166,-0.0709627254659,-0.0424413498752,1,0,0
2016-01-06,101.129997,103.769997,100.900002,102.970001,102.970001,25096200,103.14500225,102.516414309,99.6035582479,0.274392453792,2.869995,0.0,0.769996,0.0,0.0,-0.0490434393606,-0.0547732246793,-0.0530251427306,-0.0349616195498,-0.0731280851401,-0.0446731859311,-0.0776925310509,-1,-1,-1
2016-01-07,100.5,101.43,97.300003,97.919998,97.919998,45172900,102.1000014,101.907511358,99.6035582479,1.31520906981,5.669998,0.0,3.599999,0.0,0.0,-0.00602528607078,-0.00418705073911,0.0148080579005,-0.0253267570532,0.00459563939125,-0.030126603965,-0.0271649923849,-1,0,0
2016-01-08,99.879997,100.5,97.029999,97.330002,97.330002,35402300,101.3050015,100.367795243,99.6035582479,-1.52820965046,3.470001,0.0,0.270004,0.0,1.35617175149,0.00184937836537,0.0209596317485,-0.0194184728364,0.0106853074964,-0.0242474155091,-0.0212678512017,-0.0306175273684,1,0,0
2016-01-11,97.910004,98.599998,95.389999,97.510002,97.510002,29873100,100.762858714,97.662361675,99.6035582479,-0.216397012336,3.209999,0.0,1.64,0.0,1.18554410422,0.0190749765342,-0.0212285915039,0.00881961831977,-0.02604862012,-0.0230745559825,-0.032406972979,-0.0343554295076,1,1,0
2016-01-12,99.0,99.959999,97.550003,99.370003,99.370003,28395400,100.58875175,97.7653978411,99.6035582479,1.36344985571,2.449997,1.360001,0.0,0.0,1.32086342655,-0.0395491685756,-0.0100633991125,-0.0442789762218,-0.0413605804158,-0.0505183138618,-0.0524302993128,-0.0143906707943,-1,-1,-1
2016-01-13,100.580002,100.580002,95.209999,95.440002,95.440002,33410600,100.016668444,97.6956965476,99.6035582479,-0.946216759424,5.370003,0.0,2.340004,0.0,1.32086342655,0.0306999260122,-0.00492457030753,-0.00188600163692,-0.0114208296014,-0.0134115462403,0.0261944671795,0.0164501253887,1,1,1
2016-01-14,95.849998,98.870003,92.449997,98.370003,98.370003,48658600,99.8520019,97.9763991387,99.6035582479,1.29362587048,6.420006,0.0,2.760002,0.0,1.13565739529,-0.0345634024226,-0.0316153390785,-0.040866167301,-0.0427975894237,-0.00437126143017,-0.0138253630022,-0.0104707427934,-1,-1,-1
2016-01-15,93.980003,96.379997,93.540001,94.970001,94.970001,46132800,99.4081836364,96.2525139161,99.6035582479,0.869792645611,4.830002,0.0,0.0,1.13735414302,1.30204559143,0.00305360636987,-0.00652840890251,-0.00852897748206,0.0312730437899,0.0214804778195,0.024955196115,-0.00547545534932,1,0,0
2016-01-19,96.529999,97.419998,93.919998,95.260002,95.260002,30998300,99.0625018333,96.7460694086,98.8946826797,-0.0424940786082,3.5,1.040001,0.0,1.05384642685,1.30204559143,-0.00955284464512,-0.0115473228732,0.0281335286976,0.0183707743361,0.0218349145111,-0.00850309660921,0.145391546391,-1,0,0
2016-01-20,92.830002,95.0,89.370003,94.349998,94.349998,59051400,98.7000015385,94.9435668467,97.9606718646,0.0152536284225,5.889999,0.0,4.549995,1.05384642685,1.30204559143,-0.00201371493405,0.0380498577223,0.0281929417741,0.0316904935176,0.00105987283646,0.156438826846,0.189295192142,-1,0,0
2016-01-21,94.910004,95.989998,92.620003,94.160004,94.160004,30518900,98.375716,94.7754967923,96.8638943388,-0.0539364062983,3.369995,0.989998,0.0,1.15836231114,1.50164608974,0.0401444120584,0.0302676070405,0.0337722160675,0.00307978958879,0.158772263858,0.191694926011,0.222281129045,1,1,1
2016-01-22,96.410004,98.07,95.489998,97.940002,97.940002,30495400,98.3466684,94.9605355366,96.7409356809,3.71497441537,3.909996,2.080002,0.0,1.08134719977,1.39880624236,-0.00949560936296,-0.00612626085101,-0.0356341119944,0.114049405472,0.145701416261,0.175107143657,0.170206235038,-1,0,0
2016-01-25,98.720001,99.480003,96.93,97.010002,97.010002,32482000,98.26312675,95.8522260722,96.6532542724,-0.491014392997,2.550003,1.410003,0.0,1.04960557385,1.34414795633,0.00340164924437,-0.0263890830556,0.12472939646,0.156684843693,0.186372473222,0.181424581354,0.161632818026,1,0,0
2016-01-26,97.760002,97.879997,95.660004,97.339996,97.339996,26637400,98.2088249412,97.5425144744,96.5427655746,-0.099500542036,2.219993,0.0,1.269996,1.04960557385,1.437473925,-0.0296897382244,0.120916431926,0.152763546446,0.18235053143,0.177419413496,0.157694746566,0.135093512845,-1,-1,-1
2016-01-27,97.790001,97.849998,94.230003,94.449997,94.449997,58699400,98.0000011667,96.634385136,95.9267670897,-0.451240399165,3.619995,0.0,1.430001,1.04960557385,1.437473925,0.155214446433,0.18803602503,0.218528318217,0.213446316997,0.193118110951,0.169825320376,0.101852867184,1,1,1
2016-01-28,107.199997,110.339996,104.809998,109.110001,109.110001,107475300,98.584738,98.6452313515,96.7723407548,15.8551442448,15.889999,12.489998,0.0,1.04960557385,1.19650930729,0.0284116760296,0.0548070291008,0.0504078448317,0.0328109336192,0.0126477590262,-0.0461919251563,-0.085784996006,1,1,1
2016-01-29,108.989998,112.839996,108.839996,112.209999,112.209999,62739500,99.26600105,102.262599611,97.3827584443,2.8809741859,4.0,2.5,0.0,1.32159828549,1.72696302305,0.0256661351543,0.0213884860653,0.0042777203839,-0.0153284111517,-0.0725425458742,-0.111041788709,-0.112913270768,1,1,1
2016-02-01,112.269997,115.720001,112.010002,115.089996,115.089996,46132700,100.019524619,111.176522565,98.8266539467,2.64059826551,3.709999,2.880005,0.0,1.37051296007,1.81659613703,-0.00417060575795,-0.0208531938779,-0.0399687041435,-0.0957511198454,-0.133286962665,-0.135111613002,-0.122425897035,-1,0,0
2016-02-02,114.800003,117.589996,113.199997,114.610001,114.610001,59778600,100.682728091,113.541899538,100.361747224,0.0425265887782,4.389999,1.869995,0.0,1.42078058659,1.90599935163,-0.0167524560095,-0.035948023419,-0.0919640599253,-0.129657105578,-0.131489397684,-0.118750553017,-0.110810547851,-1,-1,0
2016-02-03,115.269997,115.339996,109.75,112.690002,112.690002,56919300,101.204783478,114.495367693,102.12593812,-0.286027178253,5.589996,0.0,3.449997,1.45055690169,1.95784182413,-0.0195226192293,-0.0764930503773,-0.114828305709,-0.116691816191,-0.103735928588,-0.0956606425475,-0.0947732701256,-1,-1,0
2016-02-04,111.800003,111.940002,109.25,110.489998,110.489998,38648500,101.591667417,113.252530908,104.003862693,0.855745644903,3.440002,0.0,0.5,1.3974184206,1.58308765611,-0.0581047888154,-0.0972033504788,-0.0991039659536,-0.0858901092568,-0.0776540334447,-0.0767489922481,-0.0803692384898,-1,-1,-1
2016-02-05,109.510002,109.580002,103.18,104.07,104.07,76894700,101.69080072,110.408058956,105.070008196,0.945836288561,7.309998,0.0,6.07,1.3684727083,1.34770883898,-0.0415105217642,-0.043528384741,-0.0294993754204,-0.0207552224464,-0.0197943499568,-0.0236379263957,0.0108580474681,-1,-1,-1
2016-02-08,100.410004,102.68,97.459999,99.75,99.75,71229700,101.616154538,106.516684613,106.175232441,1.4428156119,6.610001,0.0,5.720001,1.3684727083,1.65767322356,-0.00210525313283,0.0125313283208,0.0216541754386,0.0226566616541,0.0186466265664,0.0546365614035,0.0372932431078,-1,0,0
2016-02-09,97.139999,102.400002,96.82,99.540001,99.540001,62580100,101.539259963,101.898867494,107.34041881,0.269160221146,5.580002,0.0,0.639999,1.3684727083,1.86537863152,0.0146674601701,0.023809553709,0.0248141548642,0.0207956598272,0.0568615224346,0.0394816150343,0.0505324387128,1,1,0
2016-02-10,101.550003,103.25,100.239998,101.0,101.0,45179400,101.520000679,99.9183938252,109.233037741,1.11487190618,3.709999,0.849998,0.0,1.3684727083,1.8135841033,0.00900994059406,0.010000019802,0.00603961386139,0.0415841287129,0.0244554554455,0.0353465346535,0.0609901386139,1,0,0
2016-02-11,99.599998,105.110001,98.879997,101.910004,101.910004,43670600,101.533449069,100.430094469,108.832262204,0.866863453869,6.230004,1.860001,0.0,1.3174364129,1.68755717884,0.000981238309048,-0.00294380324036,0.0322833173473,0.0153075943359,0.0261014217996,0.0515160415458,0.0348346076014,1,0,0
2016-02-12,103.739998,104.239998,101.089996,102.010002,102.010002,36176800,101.549334167,101.467736818,107.847064492,-0.0781345798887,3.150002,0.0,0.0,1.3174364129,1.58211473396,-0.00392119392371,0.0312713943482,0.0143123122378,0.0250955587669,0.0504852651606,0.0338201836326,0.0477403676553,-1,0,0
2016-02-16,103.800003,103.93,100.239998,101.610001,101.610001,45687200,101.551291161,101.884825298,106.218470259,-0.757389543463,3.690002,0.0,0.849998,1.3174364129,1.31415450912,0.0353311284782,0.0183052847327,0.0291309809159,0.054620637195,0.0378899514035,0.0518649340433,0.0635764091765,1,1,1
2016-02-17,102.019997,105.720001,100.400002,105.199997,105.199997,44073400,101.665313219,102.481495084,104.68961624,2.65962109155,5.319999,1.790001,0.0,1.3174364129,1.31415450912,-0.0164448293663,-0.00598856480956,0.0186312457785,0.00247150197162,0.0159695822045,0.0272813981164,0.025855523551,-1,-1,0
2016-02-18,105.800003,106.0,103.029999,103.470001,103.470001,29593500,101.720000727,103.059395126,103.217686975,-0.297477371186,2.970001,0.279999,0.0,1.26764088855,1.19469555276,0.0106310910348,0.035662539522,0.0192326082997,0.0329563735097,0.0444573205329,0.0430076056537,0.0333429686543,1,1,0
2016-02-19,102.550003,105.019997,102.059998,104.57,104.57,32404500,101.803824235,104.55116596,102.021636532,0.663895053285,2.959999,0.0,0.970001,1.17955184861,1.21962340492,0.0247681361767,0.00851103566989,0.0220904370278,0.0334704026011,0.0320359376494,0.0224729654777,0.0502056039017,1,1,1
2016-02-22,105.489998,108.25,105.339996,107.160004,107.160004,35709700,101.956857943,104.495451265,101.959119962,2.53726635836,3.68,3.230003,0.0,1.10585074246,1.08791883701,-0.0158641744732,-0.00261298049224,0.00849193697305,0.00709214232579,-0.00223969756477,0.0248226567815,0.0260357679718,-1,-1,0
2016-02-23,106.849998,107.470001,105.120003,105.459999,105.459999,25319300,102.054167417,105.5314665,102.548037947,-0.147671209454,2.349998,0.0,0.219993,1.0580462304,1.29280601301,0.0134648019483,0.0247487296107,0.0233263704089,0.0138441021605,0.0413426990455,0.042575365471,0.0390669736304,1,1,0
2016-02-24,104.209999,106.949997,102.739998,106.879997,106.879997,34412400,102.184595243,106.585597512,103.324848301,0.619144212996,4.209999,0.0,2.380005,1.0580462304,1.28026888213,0.0111340104173,0.00973054855157,0.000374260863798,0.0275075138709,0.0287238032015,0.0252620235384,0.0141280131211,1,1,0
2016-02-25,107.110001,108.07,105.610001,108.07,108.07,29796200,102.339474316,106.382521647,104.005799885,0.592941268665,2.459999,1.120003,0.0,0.971739729936,1.13265345355,-0.00138800777274,-0.0106412695475,0.0161932081059,0.0173961043768,0.0139724437864,0.00296103451467,-0.0216526047932,-1,0,0
2016-02-26,108.699997,109.449997,107.160004,107.919998,107.919998,26686200,102.482564667,107.439337884,104.598701295,-0.109091620913,2.289993,1.379997,0.0,0.971739729936,1.13265345355,-0.00926612322584,0.0176056526613,0.0188102208823,0.0153818016194,0.00435508718227,-0.020292763534,-0.0184395666872,-1,0,0
2016-02-29,107.599998,108.910004,106.75,106.919998,106.919998,32779000,102.5935005,107.809647348,105.186089709,-0.515574444686,2.160004,0.0,0.410004,0.964259583042,1.18277243704,0.0271231018916,0.0283389361829,0.0248784516438,0.0137486066919,-0.0111297701296,-0.00925924072688,0.0055181819214,1,1,1
2016-03-01,107.830002,109.82,107.599998,109.82,109.82,26817300,102.769756585,107.966817561,106.079831364,3.01325001681,2.900002,0.909996,0.0,0.964259583042,1.18277243704,0.00118372791841,-0.00218537606993,-0.0130213167001,-0.037242733564,-0.0354215989801,-0.0210344017483,-0.0227645237662,1,0,0
2016-03-02,109.68,110.550003,108.769997,109.949997,109.949997,25670200,102.94071469,108.375427378,106.457168352,0.162933711901,1.780006,0.730003,0.0,0.974050810586,1.21612283088,-0.00336512060114,-0.0141882495913,-0.0383810287871,-0.0365620473823,-0.0221918605418,-0.0239199369874,-0.00491125979749,-1,0,0
2016-03-03,110.25,110.300003,108.540001,109.580002,109.580002,21333500,103.095116721,109.815217223,107.160590461,-0.0813960181855,1.760002,0.0,0.229996,0.928907946012,0.992499135081,-0.0108596730998,-0.0351341388003,-0.0333090156359,-0.0188903081057,-0.0206242193717,-0.00155135970886,0.00282895596224,-1,-1,0
2016-03-04,110.050003,110.050003,107.93,108.389999,108.389999,24938900,103.215454955,109.545671423,107.685339351,-0.351046507729,2.120003,0.0,0.610001,0.928907946012,0.829483290963,-0.0245409726408,-0.0226958116311,-0.00811880254746,-0.00987175025253,0.0094105084363,0.0138389151567,0.0210351418123,-1,-1,-1
2016-03-07,108.07,108.07,104.720001,105.730003,105.730003,31436400,103.2713338,108.497091826,107.664605955,0.30855087806,3.669998,0.0,3.209999,0.892651311915,0.829483290963,0.00189158227868,0.0168353253523,0.0150382763159,0.0348056454704,0.0393454637469,0.046722735835,0.0610044151801,1,0,0
2016-03-08,104.779999,107.370003,104.400002,105.93,105.93,25617000,103.329130891,107.114503,107.950794978,0.0870990639734,2.970001,0.0,0.319999,0.892651311915,1.0954242657,0.014915529123,0.013121872935,0.03285192108,0.0373831681299,0.0447465118474,0.0590012272255,0.0480505711319,1,1,0
2016-03-09,106.699997,107.510002,105.489998,107.510002,107.510002,20493300,103.418085596,106.123097297,108.112967499,1.03735801715,2.020004,0.139999,0.0,0.892651311915,1.12862523642,-0.00176729603261,0.0176727928998,0.0221374472675,0.0293925768879,0.0434378003267,0.0326480786411,0.0366477065083,-1,0,0
2016-03-10,107.910004,108.660004,105.769997,107.32,107.32,24780700,103.499375479,106.674360089,108.074763367,-0.0700356477099,2.890007,1.150002,0.0,0.788875186392,1.10284000811,0.0194745061498,0.0239470648528,0.0312150391353,0.0452851285874,0.0344763045099,0.0384830134178,0.0422101938129,1,1,0
2016-03-11,108.480003,109.419998,107.919998,109.410004,109.410004,20697600,103.620000551,107.805649614,108.178882145,2.03964040501,2.099998,0.759994,0.0,0.788875186392,1.0759381948,0.00438712167491,0.0115162595186,0.0253175751643,0.0147152265893,0.0186453973624,0.0223013793145,0.0259573704065,1,0,0
