Date,Open,High,Low,Close,Adj Close,Volume,100movingaverage,3dexpmv,10dexpmv,SwingIndex,TrueRange,PDM,NDM,Gapo10,Gapo5,Adj Close_1d_percentC,Adj Close_2d_percentC,Adj Close_3d_percentC,Adj Close_4d_percentC,Adj Close_5d_percentC,Adj Close_6d_percentC,Adj Close_7d_percentC,Adj Close_classHigh,Adj Close_classMedium,Adj Close_classLow,LH,PFE,WAT,MCO,EBAY,ZBH,CSCO,MRK,MDT,ABBV
2016-01-15,147.690002,152.300003,147.690002,151.300003,143.399414,6213000,145.411289455,141.137565898,145.494634831,-0.155100450075,5.470002,0.0,0.0,1.29972521932,1.49719637888,0.0,0.0245868647692,0.00978183913639,0.0315928487685,0.0140779375849,0.0163911339275,-0.00548584529083,0,0,0,111.07,28.56358,126.239998,83.609848,25.26,99.622818,22.210468,48.475204,71.207451,53.821743
2016-01-19,153.449997,154.619995,148.229996,151.300003,143.399414,4382200,145.243633167,144.292285243,144.571925292,-0.0523540522385,6.389999,2.319992,0.0,1.20520460763,1.49719637888,0.0245868647692,0.00978183913639,0.0315928487685,0.0140779375849,0.0163911339275,-0.00548584529083,-0.0194978132895,1,1,1,109.93,28.452328,125.849998,84.037659,25.77,97.809334,22.426744,48.664783,71.843246,51.615936
2016-01-20,149.0,156.839996,148.050003,155.020004,146.925156,7338600,145.372981077,144.056343377,143.772338382,2.7713989253,8.789993,2.220001,0.0,1.20520460763,1.47445463135,-0.0144497515456,0.00683786240118,-0.0102567459585,-0.00799905905834,-0.0293510595286,-0.0430267843309,-0.0147722218515,-1,-1,0,109.690002,28.424517,125.019997,83.745964,25.82,96.863174,21.533436,47.915951,71.833595,53.643398
2016-01-21,154.75,155.020004,150.240005,152.779999,144.802124,4674000,145.332205571,144.743865586,142.99711299,-0.0,4.779999,0.0,0.0,1.13861827609,1.55778383425,0.0215997246007,0.00425448179199,0.00654527001275,-0.0151197851214,-0.0289960180418,-0.000327198239164,-0.000196633856006,1,1,1,109.0,28.350348,124.559998,83.42511,26.09,96.764626,21.533436,48.266663,71.862503,54.77916
2016-01-22,156.449997,156.960007,154.240005,156.080002,147.92981,4577300,145.5053792,146.460160178,142.932164457,2.47102289524,4.180008,1.940003,0.0,1.10277654633,1.55778383425,-0.0169785116333,-0.0147361576412,-0.035943147632,-0.0495259947944,-0.0214633210169,-0.0213355171618,-0.0382496604302,-1,-1,0,112.959999,28.470867,127.209999,85.972588,26.43,97.720642,21.975389,48.674267,73.134071,55.220322
2016-01-25,156.179993,158.0,153.0,153.429993,145.418182,4765100,145.499929375,145.877722491,143.091643769,-1.07394866787,5.0,0.0,1.240005,1.10687085008,1.38357864056,0.002281083393,-0.019292188648,-0.0331096354925,-0.00456226993678,-0.00443225868413,-0.0216385389827,-0.0178583101802,1,0,0,110.989998,28.276182,127.620003,84.348801,26.139999,97.631935,21.787325,48.266663,72.922134,55.051373
2016-01-26,152.779999,155.229996,151.089996,153.779999,145.749893,3644100,145.514633118,146.75207796,143.790446714,0.05648299059,4.14,0.0,1.910004,1.14082224291,1.42756190339,-0.0215241736061,-0.0353101734353,-0.00682777859741,-0.00669806323631,-0.023865183901,-0.0200935584906,-0.0251658709623,-1,-1,-1,112.699997,28.433788,122.550003,85.885063,26.65,100.273308,22.304501,48.769054,72.816162,54.685295
2016-01-27,154.889999,154.889999,148.869995,150.470001,142.612747,3752300,145.353417222,144.99736316,143.87571376,-0.621976920589,6.020004,0.0,2.220001,1.12807578631,1.42756190339,-0.0140892594966,0.0150196812351,0.0151522500299,-0.00239250703165,0.00146208529312,-0.00372180615804,-0.0360870196267,-1,-1,0,112.82,28.294722,121.25,85.573929,26.42,100.174736,22.031807,47.745331,72.719841,53.605862
2016-01-28,151.100006,151.710007,145.419998,148.350006,140.603439,4246500,145.103418368,143.827268185,144.740131205,-0.733398949409,6.290009,0.0,3.449997,1.12807578631,1.3741233664,0.0295249250625,0.0296593883454,0.0118639061168,0.0157735828922,0.0105156105037,-0.0223121213984,-0.0360632502026,1,1,1,109.790001,27.998053,117.449997,84.718277,23.129999,96.143707,21.730904,46.636295,71.19783,52.423172
2016-01-29,149.399994,153.0,145.25,152.729996,144.754745,7174400,145.0859847,142.394600892,144.667012607,2.3516036347,7.75,1.289993,0.0,1.12807578631,1.57328741338,0.000130607117577,-0.0171545326545,-0.0133569783844,-0.018464161572,-0.050350453106,-0.0637072242433,-0.0626596454576,1,0,0,112.349998,28.266909,121.209999,86.672661,23.459999,97.829056,22.370323,48.029697,73.134071,51.53146
2016-02-01,151.309998,153.720001,149.339996,152.75,144.773651,4602200,145.071111667,142.65571255,144.895233938,0.19910940558,4.380005,0.720001,0.0,1.10551018477,1.58162750606,-0.0172828825046,-0.0134858241573,-0.0185923403976,-0.0504744678989,-0.0638294947746,-0.0627820527922,-0.051980280583,-1,-1,0,112.269997,27.97024,120.360001,85.573929,23.940001,97.602371,22.078825,48.105526,74.029938,51.05275
2016-02-02,150.479996,151.490005,148.479996,150.110001,142.271545,3881400,144.943858636,144.297873776,145.005975396,0.614416197743,4.270004,0.0,0.86,1.10551018477,1.42943239484,0.00386383658096,-0.00133248711118,-0.0337753202863,-0.0473652197985,-0.0462993566282,-0.0353076154476,-0.0510714985207,1,0,0,109.330002,27.942429,118.0,83.259804,23.290001,96.62664,21.467613,47.783245,73.702415,50.639748
2016-02-03,150.5,151.179993,147.070007,150.690002,142.821259,4530600,144.851571696,143.641237385,144.543757141,0.103426806971,4.109986,0.0,1.409989,1.10551018477,1.40789587929,-0.0051763232251,-0.037494285077,-0.0510318775442,-0.0499701168437,-0.0390206824882,-0.05472389093,-0.0329396550131,-1,0,0,108.849998,27.783241,118.839996,83.220917,23.5,95.857887,21.721502,47.442001,73.355629,53.352425
2016-02-04,150.5,151.960007,148.800003,149.910004,142.08197,3655100,144.736171625,142.405092559,144.35651872,-0.271223193914,3.160004,0.780014,0.0,1.10551018477,1.32750111714,-0.032486120512,-0.0460941525515,-0.0450268672373,-0.0340204601611,-0.0498053764316,-0.0279077915375,-0.011585474216,-1,-1,-1,108.330002,27.155846,117.919998,84.698845,23.49,96.143707,22.135242,46.058083,73.403778,53.277328
2016-02-05,148.929993,149.389999,143.690002,145.039993,137.466278,6451900,144.44537588,141.596392463,143.333141165,0.434704045224,6.220002,0.0,5.110001,1.10551018477,1.32750111714,-0.014064947623,-0.0129618261724,-0.00158585802403,-0.0179007829106,0.00473205508627,0.0216024252872,0.048817572554,-1,-1,0,106.169998,27.183939,115.470001,81.383224,23.200001,93.640327,21.524031,46.806919,71.727638,49.860676
2016-02-08,143.5,144.570007,140.160004,143.0,135.532822,4627300,144.102585346,139.443786769,142.518005469,0.297372062434,4.879989,0.0,3.529998,1.15563957306,1.4325377105,0.00111885813165,0.0126571112051,-0.0038905557504,0.0190651530889,0.0361761891153,0.0637795765811,0.05131587978,1,0,0,100.940002,26.743826,113.620003,77.182808,22.48,90.70327,21.561644,46.285576,69.96479,49.644787
2016-02-09,141.020004,145.630005,140.820007,143.160004,135.684464,4135100,143.790803074,136.540334053,141.557708566,0.413542125314,4.809998,1.059998,0.0,1.17811302177,1.53351661884,0.0115253578332,-0.00500381532259,0.01792623804,0.035018150641,0.0625906883488,0.0501409210711,0.0559085526549,1,1,0,102.529999,27.249485,115.830002,77.814812,22.01,90.575157,21.298357,46.598381,70.398277,50.198586
2016-02-10,145.210007,147.130005,143.960007,144.809998,137.248276,4273500,143.557141393,135.899035575,141.124344289,1.27980694435,3.970001,1.5,0.0,1.16820259942,1.53351661884,-0.0163408391374,0.00632794833794,0.0232251150463,0.0504834902261,0.0381755760633,0.0438774910368,0.0330298793699,-1,-1,0,104.589996,27.614687,117.68,77.853722,22.32,91.570602,21.16671,46.9491,71.438644,49.485218
2016-02-11,140.759995,143.490005,140.039993,141.460007,135.005524,4374400,143.262258034,136.038357984,140.862720382,0.814318320534,4.770005,0.0,3.920014,1.13225959345,1.53351661884,0.0230453681288,0.0402232356063,0.0679344350384,0.0554220581374,0.0612186950217,0.0501908795969,0.0410009445243,1,1,1,101.400002,27.277578,116.459999,76.278542,22.08,90.35833,23.207214,46.304531,69.955162,48.978348
2016-02-12,143.130005,144.970001,141.139999,144.720001,138.116776,3218000,143.090741967,136.721133967,140.022511577,2.47145044264,3.830002,1.479996,0.0,1.13608635136,1.3889178127,0.0167909146677,0.0438778848994,0.0316473648357,0.0373134252714,0.0265340250919,0.017551104726,0.0165148294513,1,1,0,103.019997,27.492952,118.410004,80.031708,22.49,90.456879,23.611557,46.475151,70.706535,49.353806
2016-02-16,146.889999,148.059998,145.679993,147.149994,140.435883,3371300,143.005101355,136.973092521,139.213996466,2.02159243951,3.339997,3.089997,0.0,1.13608635136,1.21700067951,0.0266396658751,0.0146111161632,0.0201836093415,0.00958221624882,0.000747636556677,-0.000271526045804,-0.00271817993981,1,1,1,104.5,27.914333,120.019997,81.402679,22.950001,92.270363,24.297991,47.186069,71.997375,50.226742
2016-02-17,148.300003,151.520004,147.399994,151.070007,144.177048,3811100,143.041724687,139.958368572,138.964569445,3.62984781839,4.37001,3.460006,0.0,1.07627676548,1.29358146048,-0.0117164279851,-0.00628853213862,-0.0166148359481,-0.0252201723536,-0.0262128893082,-0.0285960564264,-0.0229694049499,-1,-1,0,105.800003,27.745783,122.129997,83.717308,23.219999,93.995132,24.880991,47.963341,72.825806,51.634708
2016-02-18,150.789993,152.360001,149.080002,149.300003,142.487808,2892100,143.024939333,141.967475802,138.492104257,-0.394547763375,3.279999,0.839997,0.0,1.07627676548,1.51643460753,0.00549224534355,-0.00495648020636,-0.0136638357157,-0.0146683216574,-0.0170797420085,-0.0113863847214,-0.0470192930472,1,0,0,108.629997,27.670868,121.199997,83.727074,23.530001,93.719162,24.852779,47.697933,72.218925,51.20293
2016-02-19,148.979996,151.759995,148.259995,150.119995,143.270386,2796800,143.032158353,143.489187782,138.138764324,0.533551846358,3.5,0.0,0.820007,1.09061098984,1.56031157714,-0.0103916520473,-0.0190514458445,-0.0200504450375,-0.0224486936191,-0.0167864348463,-0.0522247074842,-0.011524098218,-1,-1,0,108.720001,27.614687,121.370003,83.658714,23.809999,93.4235,24.965622,47.508358,72.613876,50.958885
2016-02-22,148.720001,149.770004,146.940002,148.559998,141.78157,4603300,142.996427257,142.596623848,138.466663696,0.101495366739,3.179993,0.0,1.319993,1.09061098984,1.5022002773,-0.00875072832104,-0.00976021777725,-0.0121836498213,-0.00646193295786,-0.0422723348317,-0.00114433773021,-0.00720237475153,-1,0,0,110.57,28.139074,122.690002,86.061241,24.24,93.768448,25.040844,48.124485,73.86618,51.888138
2016-02-23,148.149994,149.720001,146.860001,147.259995,140.540878,3315200,142.928217556,142.304455757,139.100268192,-0.4895058335,2.86,0.0,0.080001,1.09061098984,1.17998909463,-0.00101840120851,-0.00346322726118,0.00230900080189,-0.0338175345681,0.00767353965157,0.00156202240319,-0.00964281011536,-1,0,0,109.400002,28.054798,121.07,84.918549,23.620001,92.21122,24.561281,47.906467,73.018471,51.691029
2016-02-24,145.5,147.270004,143.910004,147.110001,140.397751,3316100,142.859826568,141.142596214,139.773512699,0.000919832077729,3.36,0.0,2.949997,1.09061098984,1.05921954433,-0.00244731840469,0.00333079409513,-0.0328325700887,0.00870080176712,0.00258305419721,-0.00863320096915,-0.00768136236028,-1,0,0,110.18,28.110985,120.760002,84.625587,23.959999,92.98983,24.749342,47.925426,73.625351,51.522068
2016-02-25,147.360001,148.389999,145.259995,146.75,140.054153,3429600,142.785993053,140.40622156,140.232095328,-0.0634113084691,3.130004,1.119995,0.0,1.09061098984,1.3260319456,0.00579228807303,-0.0304597965046,0.0111754701055,0.00504271372802,-0.00620105852912,-0.00524688475321,0.00381605963516,1,0,0,110.720001,28.644735,121.809998,86.569099,24.18,95.493217,25.012638,48.342506,74.810219,52.751694
2016-02-26,148.509995,149.5,146.949997,147.600006,140.865387,3411500,142.736746744,140.379330789,141.184264271,0.178019513837,2.75,1.110001,0.0,1.09061098984,1.28026832808,-0.0360433113352,0.00535218066025,-0.000745257598305,-0.0119242777504,-0.0109755989951,-0.00196484747527,-0.0201219622532,-1,-1,-1,111.029999,28.307629,121.839996,86.530014,24.18,96.123993,24.833977,48.001255,74.453789,52.563969
2016-02-29,146.960007,147.669998,142.220001,142.279999,135.788132,5193800,142.563031375,139.508499831,141.41045622,-0.0704723157952,5.449997,0.0,4.729996,1.04999293433,1.09861311824,0.0429433111283,0.0366178835128,0.0250208685395,0.0260050193488,0.0353526919422,0.0165166643577,-0.00969939699885,1,1,1,109.839996,27.783241,120.309998,86.725349,23.799999,95.414375,24.617701,47.593666,74.550125,51.259254
2016-03-01,144.300003,148.449997,142.279999,148.389999,141.619324,4477700,142.540014122,139.446151502,141.593237986,5.7463261104,6.169998,0.779999,0.0,1.006037955,1.25192963641,-0.00606497740379,-0.017184483948,-0.0162408556618,-0.00727807456559,-0.0253385265418,-0.0504751385482,-0.0495989516233,-1,0,0,111.18,28.129711,123.550003,89.401329,24.25,95.986015,25.22891,49.053421,71.457924,52.883102
2016-03-02,148.0,148.630005,146.210007,147.490005,140.760406,3689900,142.4976425,138.505902796,141.092548136,-0.00615812590977,2.419998,0.180008,0.0,1.006037955,1.23343106901,-0.0111873576153,-0.0102379713227,-0.00122049946346,-0.0193911560613,-0.0446811513175,-0.0437996179124,-0.0197979892158,-1,-1,0,109.870003,28.073526,126.029999,90.143585,23.719999,96.035301,25.294735,49.546326,71.852859,52.282375
2016-03-03,147.220001,147.289993,145.320007,145.839996,139.185669,2988900,142.42061986,140.902020264,140.738139154,0.178574427991,2.169998,0.0,0.89,1.006037955,1.23343106901,0.00096012758325,0.0100796224933,-0.00829661565229,-0.0338727401598,-0.0329812331469,-0.00870805168886,-0.00836545894678,1,0,0,111.919998,27.98925,126.349998,92.643761,23.940001,97.464386,25.266525,49.385178,72.170761,52.49826
2016-03-04,147.029999,147.300003,144.539993,145.979996,139.319305,3471400,142.350135432,140.008141969,140.212687055,-0.294218154149,2.76001,0.0,0.780014,0.979548101563,1.23343106901,0.00911074743016,-0.00924786410613,-0.0347994558256,-0.0339088039522,-0.00965890549052,-0.00931664136567,-0.0189753387013,1,0,0,112.169998,27.820694,127.099998,93.171143,24.41,97.858627,25.200701,49.366222,72.835442,52.704765
2016-03-07,144.979996,147.869995,144.759995,147.309998,140.588608,3278800,142.310990378,139.488122247,139.959513472,0.987867282727,3.11,0.569992,0.0,0.877947124196,1.15435325625,-0.0181928609749,-0.0435137603752,-0.0426311497444,-0.0186001912758,-0.0182610172796,-0.027832511152,-0.0226055727076,-1,-1,0,111.830002,27.895609,128.009995,92.253105,24.26,99.228584,25.520411,49.897045,73.220779,52.939426
2016-03-08,146.889999,147.0,144.320007,144.630005,138.030899,3064100,142.217944913,139.469169056,139.746437775,0.204447976171,2.989991,0.0,0.439988,0.875061263392,1.1485101373,-0.0257900950134,-0.0248911296303,-0.000414878120876,-6.94192392388e-05,-0.00981827264633,-0.00449447916731,-0.003457109991,-1,-1,-1,110.32,27.492952,127.75,90.61235,24.07,99.100464,25.435781,49.716938,72.671669,51.925682
2016-03-09,144.0,144.080002,139.910004,140.899994,134.471069,6075400,142.053117766,138.663047675,139.328095351,0.59450297844,4.720001,0.0,4.410003,0.862131319657,0.907731468727,0.000922763542543,0.0260469707428,0.0264015748994,0.0163946417352,0.0218593711038,0.0229242023799,0.0327182570401,1,0,0,111.139999,27.848787,127.919998,90.885818,23.950001,98.932907,25.962362,49.631634,72.777649,52.930035
2016-03-10,142.059998,143.479996,139.020004,141.029999,134.595154,4572900,141.897743521,136.29717307,138.927941016,-0.541438211757,4.459992,0.0,0.89,0.981818426026,1.28891450436,0.0251010448712,0.0254553221136,0.0154576144695,0.0209173058341,0.0219811554285,0.031766180824,0.0424021432451,1,1,1,111.43,27.70833,127.489998,90.954185,23.690001,99.405983,25.74609,50.276203,73.471214,52.779854
2016-03-11,142.949997,144.990005,142.169998,144.570007,137.973633,4861700,141.817659633,135.161798167,138.533482349,3.44907520153,3.960006,1.510009,0.0,1.02036111689,1.35476890735,0.000345602264456,-0.00940729740732,-0.00408129428613,-0.00304349454943,0.0065019306986,0.016877456579,0.0418481478994,1,0,0,115.489998,28.560459,129.149994,92.292175,24.02,103.092079,26.197443,50.869038,74.511597,54.187813
2016-03-14,143.860001,145.309998,143.190002,144.619995,138.021317,3013800,141.74173278,136.271384295,138.984904516,0.163137584732,2.119996,0.319993,0.0,0.98272343286,1.35476890735,-0.00974953021206,-0.00442536713369,-0.00338792593901,0.00615420152816,0.0165261428421,0.0414882072166,0.0286269257958,-1,0,0,115.029999,28.185896,128.960007,91.491325,24.280001,103.535591,26.046997,50.754295,74.68499,53.699722
2016-03-15,144.839996,145.300003,142.800003,143.210007,136.675674,3034200,141.642398294,137.746440775,138.390202231,-0.342950724042,2.5,0.0,0.389999,0.98272343286,1.29047408052,0.00537658222926,0.00642423757135,0.0160603122396,0.026534370703,0.0517421995665,0.03875429215,0.0421062419637,1,0,0,112.580002,27.661507,129.160004,91.4132,23.58,102.806259,26.00938,50.123211,74.029938,52.207279
2016-03-16,143.0,147.0,141.929993,143.979996,137.410522,6104700,141.561016058,137.494135408,137.918465222,0.461972965679,5.070007,1.699997,0.0,0.98272343286,1.14261016384,0.00104205266028,0.0106265952472,0.021044640235,0.0461176619357,0.0331992116295,0.0365332357882,0.0304904816532,1,0,0,114.07,27.193304,129.949997,92.507042,23.68,102.756973,26.216249,49.664246,73.837265,52.854942
2016-03-17,143.720001,145.800003,141.839996,144.130005,137.553711,4899700,141.485406528,137.065015405,137.675427132,0.173130533792,3.960007,0.0,0.089997,0.946942829042,1.29047408052,0.00957456538559,0.0199817655229,0.0450286870123,0.0321236843985,0.0354542379449,0.0294177741232,0.0371886222684,1,0,0,112.330002,27.474226,127.760002,95.222084,23.76,102.096626,26.507755,49.272209,72.729477,51.925682
2016-03-18,144.970001,146.399994,142.509995,145.509995,138.870728,6802600,141.436986556,137.72658009,137.456370023,0.664266914236,3.889999,0.599991,0.0,0.946942829042,1.01957170389,0.0103085007231,0.0351178831582,0.022335268524,0.0256342358917,0.019655020459,0.0273521717262,0.0272834963463,1,1,0,114.669998,27.577229,129.949997,94.792358,23.77,103.003372,26.639397,49.960659,73.461586,53.098991
2016-03-21,145.300003,147.949997,145.020004,147.009995,140.302277,3176800,141.416355473,138.470416254,137.071759192,1.32150264473,2.929993,1.550003,0.0,0.946942829042,1.01957170389,0.0245562443723,0.011904054843,0.0151693617916,0.00925115420614,0.0168697689774,0.0168017943144,0.0198626355864,1,1,1,114.120003,28.157804,130.149994,93.698532,24.34,102.875244,26.507755,50.486557,72.450127,52.573349
2016-03-22,147.050003,150.990005,146.830002,150.619995,143.747574,4213900,141.457984375,140.219166067,137.288731255,3.36764095091,4.160003,3.040008,0.0,0.950851118456,1.12457083487,-0.0123489457986,-0.00916190070797,-0.0149382625407,-0.00750224835099,-0.00756859381849,-0.00458111383501,0.0235030679544,-1,-1,0,113.889999,28.44809,129.979996,93.669243,24.129999,102.904808,26.592382,50.706482,72.556625,53.971928
2016-03-23,150.309998,151.910004,148.139999,148.759995,141.972443,3107600,141.467009965,141.671849611,138.052475865,-0.321407506874,3.770005,0.919999,0.0,1.07809418669,1.37548323287,0.00322689382756,-0.00262169187298,0.00490729739714,0.0048401223891,0.00786495587739,0.0363002839924,0.0396612038295,1,0,0,113.919998,28.270172,130.649994,92.057785,24.17,102.924522,26.169235,50.754295,72.130615,52.901875
2016-03-24,148.759995,150.949997,147.600006,149.240005,142.430573,3025800,141.483623121,142.95687253,138.910657557,0.16387269067,3.349991,0.0,0.539993,1.11025291735,1.43501124419,-0.00582977363996,0.00167499852718,0.00160803958852,0.0046231436561,0.0329670091266,0.0363171185164,0.0248590939812,-1,0,0,114.019997,28.16717,129.830002,90.778389,24.33,102.244453,26.291475,50.744736,71.61747,52.676598
2016-03-28,149.320007,150.360001,147.320007,148.369995,141.600235,2111000,141.485599593,142.043827471,139.229927424,-0.289453953498,3.039994,0.0,0.279999,1.00302981557,1.39223180305,0.00754877984489,0.00748142826175,0.0105142127766,0.0390242855176,0.0423940398122,0.0308688258886,0.0760937084603,1,0,0,114.129997,27.886246,129.940002,90.807686,24.120001,102.835823,26.235058,50.515247,71.627151,52.667213
2016-03-29,148.460007,149.690002,146.800003,149.490005,142.669144,2540200,141.505325333,142.21994802,139.640009397,0.463643225737,2.889999,0.0,0.520004,1.00302981557,1.19922059131,-6.68469700778e-05,0.00294321524772,0.0312396841745,0.0345841915194,0.0231453270653,0.0680313747449,0.0527795554728,-1,0,0,115.739998,28.139074,131.679993,93.288345,24.1,104.55468,26.423126,50.98378,73.079445,53.549538
2016-03-30,149.610001,150.880005,148.300003,149.479996,142.659607,2324500,141.524247984,142.125985582,140.333477785,0.0595966369239,2.580002,1.190003,0.0,1.00302981557,1.01352129666,0.00301026344479,0.0313086240312,0.0346533549612,0.0232137258026,0.0681027741791,0.0528499353009,0.0466951657872,1,0,0,117.849998,28.157804,132.160004,93.620407,24.040001,105.404243,26.761639,50.888161,73.021347,53.502609
2016-03-31,149.330002,150.960007,149.130005,149.929993,143.08905,2799600,141.549486726,142.744452722,141.004470112,0.393841260763,1.830002,0.080002,0.0,1.00302981557,1.01352129666,0.0282134307272,0.031548123354,0.0201428271416,0.0648971532063,0.0496900915898,0.0435537939486,0.043086826001,1,1,1,117.129997,27.755146,131.919998,94.304047,23.860001,105.335091,26.771042,50.591743,72.614716,53.615242
2016-04-01,150.020004,154.440002,149.100006,154.160004,147.126083,3972200,141.638004127,143.623740561,141.962053257,3.5324384492,5.339996,3.479995,0.0,1.00302981557,0.885722912824,0.00324319107986,-0.00784915207727,0.0356771477427,0.0208873568666,0.0149194347817,0.0144652800958,0.0288012289432,1,0,0,118.43,28.129711,133.410004,95.280678,23.879999,106.066101,26.977917,51.347126,72.972954,53.896835
2016-04-04,154.0,155.960007,153.699997,154.660004,147.603241,2314200,141.731210953,145.170310803,142.828960134,0.679210724703,2.26001,1.520005,0.0,1.0766406985,1.26342088538,-0.011056484864,0.0323291071908,0.0175871273721,0.0116384978295,0.0111858112926,0.0254754162207,0.034915188617,-1,-1,0,118.279999,28.766468,132.889999,94.001282,24.030001,105.562302,26.702728,52.016457,73.873367,55.577007
2016-04-05,153.679993,155.160004,152.619995,152.949997,145.971268,2604600,141.7964426,147.057494544,143.452832855,-0.235366227851,2.540009,0.0,1.080002,1.03901744109,1.37616157682,0.0438706472016,0.028963850612,0.0229487148115,0.022490967195,0.0369403312986,0.0464856412702,0.0468779513514,1,1,1,117.300003,29.36577,131.009995,91.579216,24.389999,104.692986,26.171333,51.863468,73.089127,54.948116
2016-04-06,154.240005,159.850006,153.520004,159.660004,152.375122,4012500,141.956725621,147.991020244,143.915758871,6.60591480553,6.900009,4.690002,0.0,0.961895663316,1.26504569714,-0.0142803101414,-0.0200426484318,-0.020481158335,-0.00663905621024,0.00250509397459,0.00288091647927,0.00294370231907,-1,-1,0,119.589996,30.835934,134.190002,92.233589,25.43,106.777359,26.569878,53.192566,74.851234,56.215282
