Date,Open,High,Low,Close,Adj Close,Volume,100movingaverage,3dexpmv,10dexpmv,SwingIndex,TrueRange,PDM,NDM,Gapo10,Gapo5,Adj Close_1d_percentC,Adj Close_2d_percentC,Adj Close_3d_percentC,Adj Close_4d_percentC,Adj Close_5d_percentC,Adj Close_6d_percentC,Adj Close_7d_percentC,Adj Close_classHigh,Adj Close_classMedium,Adj Close_classLow,AMZN,EQIX,ATVI,AVY,V,FISV,GOOGL,GOOG,INFO,RTN
2016-01-15,93.980003,96.379997,93.540001,94.970001,94.970001,46132800,99.4081836364,96.2525139161,99.6035582479,0.869792645611,4.830002,0.0,0.0,1.13735414302,1.30204559143,0.00305360636987,-0.00652840890251,-0.00852897748206,0.0312730437899,0.0214804778195,0.024955196115,-0.00547545534932,1,0,0,570.179993,303.190002,34.417484,56.776821,70.766891,87.339996,710.48999,694.450012,27.4,115.993126
2016-01-19,96.529999,97.419998,93.919998,95.260002,95.260002,30998300,99.0625018333,96.7460694086,98.8946826797,-0.0424940786082,3.5,1.040001,0.0,1.05384642685,1.30204559143,-0.00955284464512,-0.0115473228732,0.0281335286976,0.0183707743361,0.0218349145111,-0.00850309660921,0.145391546391,-1,0,0,574.47998,295.109985,34.654099,56.805725,70.333405,89.040001,719.080017,701.789978,27.08,116.619911
2016-01-20,92.830002,95.0,89.370003,94.349998,94.349998,59051400,98.7000015385,94.9435668467,97.9606718646,0.0152536284225,5.889999,0.0,4.549995,1.05384642685,1.30204559143,-0.00201371493405,0.0380498577223,0.0281929417741,0.0316904935176,0.00105987283646,0.156438826846,0.189295192142,-1,0,0,571.77002,294.359985,34.220306,56.853886,69.633919,88.949997,718.559998,698.450012,26.719999,114.170647
2016-01-21,94.910004,95.989998,92.620003,94.160004,94.160004,30518900,98.375716,94.7754967923,96.8638943388,-0.0539364062983,3.369995,0.989998,0.0,1.15836231114,1.50164608974,0.0401444120584,0.0302676070405,0.0337722160675,0.00307978958879,0.158772263858,0.191694926011,0.222281129045,1,1,1,575.02002,289.779999,34.072426,56.728657,70.50087,89.639999,726.669983,706.590027,27.040001,113.418518
2016-01-22,96.410004,98.07,95.489998,97.940002,97.940002,30495400,98.3466684,94.9605355366,96.7409356809,3.71497441537,3.909996,2.080002,0.0,1.08134719977,1.39880624236,-0.00949560936296,-0.00612626085101,-0.0356341119944,0.114049405472,0.145701416261,0.175107143657,0.170206235038,-1,0,0,596.380005,297.049988,35.413235,58.510754,71.624016,91.489998,745.460022,725.25,28.299999,114.189926
2016-01-25,98.720001,99.480003,96.93,97.010002,97.010002,32482000,98.26312675,95.8522260722,96.6532542724,-0.491014392997,2.550003,1.410003,0.0,1.04960557385,1.34414795633,0.00340164924437,-0.0263890830556,0.12472939646,0.156684843693,0.186372473222,0.181424581354,0.161632818026,1,0,0,596.530029,299.929993,34.240025,56.025452,70.678215,90.160004,733.619995,711.669983,27.969999,114.334572
2016-01-26,97.760002,97.879997,95.660004,97.339996,97.339996,26637400,98.2088249412,97.5425144744,96.5427655746,-0.099500542036,2.219993,0.0,1.269996,1.04960557385,1.437473925,-0.0296897382244,0.120916431926,0.152763546446,0.18235053143,0.177419413496,0.157694746566,0.135093512845,-1,-1,-1,601.25,303.640015,34.801983,57.42223,70.816147,91.400002,733.789978,713.039978,28.41,115.260277
2016-01-27,97.790001,97.849998,94.230003,94.449997,94.449997,58699400,98.0000011667,96.634385136,95.9267670897,-0.451240399165,3.619995,0.0,1.430001,1.04960557385,1.437473925,0.155214446433,0.18803602503,0.218528318217,0.213446316997,0.193118110951,0.169825320376,0.101852867184,1,1,1,583.349976,299.570007,33.589336,57.50893,69.860504,90.449997,717.580017,699.98999,28.58,113.852432
2016-01-28,107.199997,110.339996,104.809998,109.110001,109.110001,107475300,98.584738,98.6452313515,96.7723407548,15.8551442448,15.889999,12.489998,0.0,1.04960557385,1.19650930729,0.0284116760296,0.0548070291008,0.0504078448317,0.0328109336192,0.0126477590262,-0.0461919251563,-0.085784996006,1,1,1,635.349976,300.220001,33.313286,57.171776,68.303886,91.019997,748.299988,730.960022,28.469999,117.81562
2016-01-29,108.989998,112.839996,108.839996,112.209999,112.209999,62739500,99.26600105,102.262599611,97.3827584443,2.8809741859,4.0,2.5,0.0,1.32159828549,1.72696302305,0.0256661351543,0.0213884860653,0.0042777203839,-0.0153284111517,-0.0725425458742,-0.111041788709,-0.112913270768,1,1,1,587.0,310.570007,34.328754,58.655254,73.38752,94.559998,761.349976,742.950012,28.360001,123.659149
2016-02-01,112.269997,115.720001,112.010002,115.089996,115.089996,46132700,100.019524619,111.176522565,98.8266539467,2.64059826551,3.709999,2.880005,0.0,1.37051296007,1.81659613703,-0.00417060575795,-0.0208531938779,-0.0399687041435,-0.0957511198454,-0.133286962665,-0.135111613002,-0.122425897035,-1,0,0,574.809998,311.440002,34.18087,58.790112,73.279144,94.370003,770.77002,752.0,28.83,121.065247
2016-02-02,114.800003,117.589996,113.199997,114.610001,114.610001,59778600,100.682728091,113.541899538,100.361747224,0.0425265887782,4.389999,1.869995,0.0,1.42078058659,1.90599935163,-0.0167524560095,-0.035948023419,-0.0919640599253,-0.129657105578,-0.131489397684,-0.118750553017,-0.110810547851,-1,-1,0,552.099976,312.589996,32.948505,57.663059,72.313652,93.040001,780.909973,764.650024,28.74,120.959167
2016-02-03,115.269997,115.339996,109.75,112.690002,112.690002,56919300,101.204783478,114.495367693,102.12593812,-0.286027178253,5.589996,0.0,3.449997,1.45055690169,1.95784182413,-0.0195226192293,-0.0764930503773,-0.114828305709,-0.116691816191,-0.103735928588,-0.0956606425475,-0.0947732701256,-1,-1,0,531.070007,309.540009,32.652737,61.400658,73.279144,94.800003,749.380005,726.950012,28.389999,123.504875
2016-02-04,111.800003,111.940002,109.25,110.489998,110.489998,38648500,101.591667417,113.252530908,104.003862693,0.855745644903,3.440002,0.0,0.5,1.3974184206,1.58308765611,-0.0581047888154,-0.0972033504788,-0.0991039659536,-0.0858901092568,-0.0776540334447,-0.0767489922481,-0.0803692384898,-1,-1,-1,536.26001,308.450012,31.489388,62.007526,72.5895,96.529999,730.030029,708.01001,28.299999,121.90416
2016-02-05,109.510002,109.580002,103.18,104.07,104.07,76894700,101.69080072,110.408058956,105.070008196,0.945836288561,7.309998,0.0,6.07,1.3684727083,1.34770883898,-0.0415105217642,-0.043528384741,-0.0294993754204,-0.0207552224464,-0.0197943499568,-0.0236379263957,0.0108580474681,-1,-1,-1,502.130005,288.440002,30.099279,60.880478,70.481186,94.589996,703.76001,683.570007,27.889999,122.125954
2016-02-08,100.410004,102.68,97.459999,99.75,99.75,71229700,101.616154538,106.516684613,106.175232441,1.4428156119,6.610001,0.0,5.720001,1.3684727083,1.65767322356,-0.00210525313283,0.0125313283208,0.0216541754386,0.0226566616541,0.0186466265664,0.0546365614035,0.0372932431078,-1,0,0,488.100006,268.839996,28.314814,59.079105,66.766975,91.809998,704.159973,682.73999,27.48,121.354523
2016-02-09,97.139999,102.400002,96.82,99.540001,99.540001,62580100,101.539259963,101.898867494,107.34041881,0.269160221146,5.580002,0.0,0.639999,1.3684727083,1.86537863152,0.0146674601701,0.023809553709,0.0248141548642,0.0207956598272,0.0568615224346,0.0394816150343,0.0505324387128,1,1,0,482.070007,265.049988,28.403543,60.581848,67.318695,92.089996,701.02002,678.109985,27.129999,121.875229
2016-02-10,101.550003,103.25,100.239998,101.0,101.0,45179400,101.520000679,99.9183938252,109.233037741,1.11487190618,3.709999,0.849998,0.0,1.3684727083,1.8135841033,0.00900994059406,0.010000019802,0.00603961386139,0.0415841287129,0.0244554554455,0.0353465346535,0.0609901386139,1,0,0,490.480011,273.339996,29.72464,60.726345,69.253647,92.709999,706.849976,684.119995,27.0,122.048805
2016-02-11,99.599998,105.110001,98.879997,101.910004,101.910004,43670600,101.533449069,100.430094469,108.832262204,0.866863453869,6.230004,1.860001,0.0,1.3174364129,1.68755717884,0.000981238309048,-0.00294380324036,0.0322833173473,0.0153075943359,0.0261014217996,0.0515160415458,0.0348346076014,1,0,0,503.820007,275.049988,30.08942,59.99424,67.595116,91.68,706.359985,683.109985,26.51,117.81562
2016-02-12,103.739998,104.239998,101.089996,102.010002,102.010002,36176800,101.549334167,101.467736818,107.847064492,-0.0781345798887,3.150002,0.0,0.0,1.3174364129,1.58211473396,-0.00392119392371,0.0312713943482,0.0143123122378,0.0250955587669,0.0504852651606,0.0338201836326,0.0477403676553,-1,0,0,507.079987,284.880005,27.72328,61.631847,69.520203,93.07,706.890015,682.400024,27.15,115.944901
2016-02-16,103.800003,103.93,100.239998,101.610001,101.610001,45687200,101.551291161,101.884825298,106.218470259,-0.757389543463,3.690002,0.0,0.849998,1.3174364129,1.31415450912,0.0353311284782,0.0183052847327,0.0291309809159,0.054620637195,0.0378899514035,0.0518649340433,0.0635764091765,1,1,1,521.099976,291.299988,29.00494,62.450649,70.191505,94.349998,717.640015,691.0,27.379999,116.494568
2016-02-17,102.019997,105.720001,100.400002,105.199997,105.199997,44073400,101.665313219,102.481495084,104.68961624,2.65962109155,5.319999,1.790001,0.0,1.3174364129,1.31415450912,-0.0164448293663,-0.00598856480956,0.0186312457785,0.00247150197162,0.0159695822045,0.0272813981164,0.025855523551,-1,-1,0,534.099976,290.649994,29.034517,61.843773,71.249924,95.860001,731.969971,708.400024,27.92,117.333488
2016-02-18,105.800003,106.0,103.029999,103.470001,103.470001,29593500,101.720000727,103.059395126,103.217686975,-0.297477371186,2.970001,0.279999,0.0,1.26764088855,1.19469555276,0.0106310910348,0.035662539522,0.0192326082997,0.0329563735097,0.0444573205329,0.0430076056537,0.0333429686543,1,1,0,525.0,290.309998,28.472557,61.824501,70.468475,96.32,717.51001,697.349976,28.08,117.237045
2016-02-19,102.550003,105.019997,102.059998,104.57,104.57,32404500,101.803824235,104.55116596,102.021636532,0.663895053285,2.959999,0.0,0.970001,1.17955184861,1.21962340492,0.0247681361767,0.00851103566989,0.0220904370278,0.0334704026011,0.0320359376494,0.0224729654777,0.0502056039017,1,1,1,534.900024,299.369995,29.764076,62.219456,70.755333,96.650002,722.109985,700.909973,28.190001,119.15596
2016-02-22,105.489998,108.25,105.339996,107.160004,107.160004,35709700,101.956857943,104.495451265,101.959119962,2.53726635836,3.68,3.230003,0.0,1.10585074246,1.08791883701,-0.0158641744732,-0.00261298049224,0.00849193697305,0.00709214232579,-0.00223969756477,0.0248226567815,0.0260357679718,-1,-1,0,559.5,299.829987,31.075312,62.643303,72.268761,97.919998,729.049988,706.460022,27.82,120.062401
2016-02-23,106.849998,107.470001,105.120003,105.459999,105.459999,25319300,102.054167417,105.5314665,102.548037947,-0.147671209454,2.349998,0.0,0.219993,1.0580462304,1.29280601301,0.0134648019483,0.0247487296107,0.0233263704089,0.0138441021605,0.0413426990455,0.042575365471,0.0390669736304,1,1,0,552.940002,292.059998,30.296457,61.641483,71.368622,97.190002,717.289978,695.849976,27.530001,120.747025
2016-02-24,104.209999,106.949997,102.739998,106.879997,106.879997,34412400,102.184595243,106.585597512,103.324848301,0.619144212996,4.209999,0.0,2.380005,1.0580462304,1.28026888213,0.0111340104173,0.00973054855157,0.000374260863798,0.0275075138709,0.0287238032015,0.0252620235384,0.0141280131211,1,1,0,554.039978,295.01001,31.26263,62.402485,71.071861,98.290001,720.900024,699.559998,27.610001,119.281319
2016-02-25,107.110001,108.07,105.610001,108.07,108.07,29796200,102.339474316,106.382521647,104.005799885,0.592941268665,2.459999,1.120003,0.0,0.971739729936,1.13265345355,-0.00138800777274,-0.0106412695475,0.0161932081059,0.0173961043768,0.0139724437864,0.00296103451467,-0.0216526047932,-1,0,0,555.150024,307.48999,31.864025,63.808903,72.476486,99.470001,729.119995,705.75,27.809999,120.554169
2016-02-26,108.699997,109.449997,107.160004,107.919998,107.919998,26686200,102.482564667,107.439337884,104.598701295,-0.109091620913,2.289993,1.379997,0.0,0.971739729936,1.13265345355,-0.00926612322584,0.0176056526613,0.0188102208823,0.0153818016194,0.00435508718227,-0.020292763534,-0.0184395666872,-1,0,0,555.22998,306.769989,31.440092,64.011177,71.942337,97.980003,724.859985,705.070007,27.940001,120.03347
2016-02-29,107.599998,108.910004,106.75,106.919998,106.919998,32779000,102.5935005,107.809647348,105.186089709,-0.515574444686,2.160004,0.0,0.410004,0.964259583042,1.18277243704,0.0271231018916,0.0283389361829,0.0248784516438,0.0137486066919,-0.0111297701296,-0.00925924072688,0.0055181819214,1,1,1,552.52002,303.690002,31.223196,63.081257,71.606026,95.629997,717.219971,697.77002,27.82,119.425964
2016-03-01,107.830002,109.82,107.599998,109.82,109.82,26817300,102.769756585,107.966817561,106.079831364,3.01325001681,2.900002,0.909996,0.0,0.964259583042,1.18277243704,0.00118372791841,-0.00218537606993,-0.0130213167001,-0.037242733564,-0.0354215989801,-0.0210344017483,-0.0227645237662,1,0,0,579.039978,308.399994,31.755577,64.698967,73.83165,98.339996,742.169983,718.809998,28.23,120.293816
2016-03-02,109.68,110.550003,108.769997,109.949997,109.949997,25670200,102.94071469,108.375427378,106.457168352,0.162933711901,1.780006,0.730003,0.0,0.974050810586,1.21612283088,-0.00336512060114,-0.0141882495913,-0.0383810287871,-0.0365620473823,-0.0221918605418,-0.0239199369874,-0.00491125979749,-1,0,0,580.210022,304.01001,31.558397,65.338303,73.495346,97.279999,739.47998,718.849976,28.219999,120.660233
2016-03-03,110.25,110.300003,108.540001,109.580002,109.580002,21333500,103.095116721,109.815217223,107.160590461,-0.0813960181855,1.760002,0.0,0.229996,0.928907946012,0.992499135081,-0.0108596730998,-0.0351341388003,-0.0333090156359,-0.0188903081057,-0.0206242193717,-0.00155135970886,0.00282895596224,-1,-1,0,577.48999,310.589996,31.075312,66.103561,73.109558,97.290001,731.590027,712.419983,28.5,120.448105
2016-03-04,110.050003,110.050003,107.93,108.389999,108.389999,24938900,103.215454955,109.545671423,107.685339351,-0.351046507729,2.120003,0.0,0.610001,0.928907946012,0.829483290963,-0.0245409726408,-0.0226958116311,-0.00811880254746,-0.00987175025253,0.0094105084363,0.0138389151567,0.0210351418123,-1,-1,-1,575.140015,309.720001,30.749968,65.735466,73.099678,97.160004,730.219971,710.890015,28.57,120.592743
2016-03-07,108.07,108.07,104.720001,105.730003,105.730003,31436400,103.2713338,108.497091826,107.664605955,0.30855087806,3.669998,0.0,3.209999,0.892651311915,0.829483290963,0.00189158227868,0.0168353253523,0.0150382763159,0.0348056454704,0.0393454637469,0.046722735835,0.0610044151801,1,0,0,562.799988,297.730011,30.542931,65.812965,71.160889,96.57,712.799988,695.159973,28.59,118.124184
2016-03-08,104.779999,107.370003,104.400002,105.93,105.93,25617000,103.329130891,107.114503,107.950794978,0.0870990639734,2.970001,0.0,0.319999,0.892651311915,1.0954242657,0.014915529123,0.013121872935,0.03285192108,0.0373831681299,0.0447465118474,0.0590012272255,0.0480505711319,1,1,0,560.26001,298.75,30.345753,66.045448,69.855194,95.830002,713.530029,693.969971,28.594999,118.172409
2016-03-09,106.699997,107.510002,105.489998,107.510002,107.510002,20493300,103.418085596,106.123097297,108.112967499,1.03735801715,2.020004,0.139999,0.0,0.892651311915,1.12862523642,-0.00176729603261,0.0176727928998,0.0221374472675,0.0293925768879,0.0434378003267,0.0326480786411,0.0366477065083,-1,0,0,559.469971,301.26001,30.424625,66.936638,69.914536,96.459999,725.409973,705.23999,28.719999,118.143471
2016-03-10,107.910004,108.660004,105.769997,107.32,107.32,24780700,103.499375479,106.674360089,108.074763367,-0.0700356477099,2.890007,1.150002,0.0,0.788875186392,1.10284000811,0.0194745061498,0.0239470648528,0.0312150391353,0.0452851285874,0.0344763045099,0.0384830134178,0.0422101938129,1,1,0,558.929993,306.709991,30.809122,67.450043,69.459518,96.43,732.169983,712.820007,28.969999,117.497406
2016-03-11,108.480003,109.419998,107.919998,109.410004,109.410004,20697600,103.620000551,107.805649614,108.178882145,2.03964040501,2.099998,0.759994,0.0,0.788875186392,1.0759381948,0.00438712167491,0.0115162595186,0.0253175751643,0.0147152265893,0.0186453973624,0.0223013793145,0.0259573704065,1,0,0,569.609985,318.0,31.075312,67.663162,70.854248,98.139999,744.869995,726.820007,28.99,118.326683
2016-03-14,109.279999,110.330002,108.769997,109.889999,109.889999,17249400,103.74540052,108.440892412,108.49810948,0.348150944982,1.560005,0.910004,0.0,0.788875186392,1.00247988719,0.00709799806259,0.0208390301287,0.0102829921766,0.0141959961252,0.0178360088983,0.0214760307715,0.0241150425345,1,0,0,573.369995,314.019989,31.952755,67.062584,70.715759,98.410004,750.23999,730.48999,29.030001,117.449196
2016-03-15,109.110001,110.830002,108.839996,110.669998,110.669998,17618500,103.881176941,109.792223262,108.391782806,0.500894058171,1.990006,0.5,0.0,0.788875186392,1.1059912279,0.0136441856627,0.003162546366,0.00704797157401,0.0106623296406,0.0142766967431,0.0168971088262,0.0215054219121,1,1,0,577.02002,312.470001,32.021767,66.849472,71.131218,98.809998,750.570007,728.330017,29.07,118.336334
2016-03-16,110.489998,112.5,110.099998,112.18,112.18,24744800,104.040769692,110.556292996,108.337270565,1.20032433857,2.400002,1.669998,0.0,0.808210972924,1.04087668688,-0.0103405509003,-0.00650742556605,-0.00294171866643,0.000623997147442,0.00320913710109,0.00775541986094,0.0134605277233,-1,-1,0,574.27002,316.76001,32.327396,67.033508,71.586227,99.919998,757.359985,736.090027,29.25,118.972755
2016-03-17,112.150002,112.690002,110.730003,111.019997,111.019997,24241200,104.172453226,111.199077519,108.27427261,-0.185877661957,1.959999,0.190002,0.0,0.908484911645,1.18462201909,0.00387317610899,0.00747613963636,0.0110791121711,0.0136912632055,0.0182850482332,0.0240497664578,0.0461178358706,1,0,0,559.440002,316.980011,32.140072,67.614738,72.3479,100.629997,758.47998,737.780029,29.58,118.210976
2016-03-18,111.559998,112.419998,110.269997,111.449997,111.449997,36256900,104.307222556,111.687634974,108.437147258,0.0462285264914,2.150001,0.0,0.460006,0.91855453055,0.97074086015,0.00358906245641,0.00717813388546,0.00978020663383,0.0143562677709,0.0200987443723,0.0420816700426,0.0291610595557,1,0,0,552.080017,315.76001,31.74572,68.254066,72.980957,101.580002,755.409973,737.599976,29.49,120.014183
2016-03-21,111.660004,112.370003,111.029999,111.849998,111.849998,18448000,104.444363927,111.306740107,109.108237684,0.218463241209,1.340004,0.0,0.0,0.91855453055,0.848801260836,0.00357623609434,0.0061690032395,0.0107286993425,0.0164506395431,0.0383549492777,0.0254805458289,0.0201162274496,1,0,0,553.97998,317.390015,31.587978,68.7481,72.971069,100.419998,762.159973,742.090027,33.509998,119.146324
2016-03-22,111.360001,112.879997,111.169998,112.25,112.25,19001100,104.583750286,111.721935199,109.84622516,0.348705705129,1.709999,0.509994,0.0,0.91855453055,0.837605909694,0.00258352783964,0.00712697550111,0.0128285256125,0.03465477951,0.0218262538976,0.0164810512249,0.0339420757238,1,0,0,560.47998,319.040009,32.080921,69.203392,72.169838,99.919998,760.049988,740.75,34.290001,119.348816
2016-03-23,112.010002,113.190002,112.0,112.540001,112.540001,18562000,104.723333632,112.101440897,110.410863568,0.344944370276,1.190002,0.310005,0.0,0.868644379627,0.635284256753,0.00453173978557,0.0102185977411,0.0319886082105,0.0191931400463,0.0138617112683,0.0312777409696,8.88750658533e-05,1,0,0,569.630005,319.359985,32.120361,69.116203,73.109558,100.309998,757.559998,738.059998,33.580002,119.4356
2016-03-24,112.129997,113.089996,111.68,113.050003,113.050003,17839100,104.866896897,112.488146652,111.104556902,0.262074022992,1.409996,0.0,0.32,0.87040419793,0.665813400025,0.00566120285729,0.0273330023706,0.0145952583478,0.0092878812219,0.0266253420621,-0.00442282164291,-0.00734190161853,1,0,0,582.950012,320.75,31.755577,68.767464,73.337067,99.769997,754.840027,735.299988,34.310001,118.558113
2016-03-28,113.32,114.589996,112.949997,113.690002,113.690002,21351800,105.016441051,112.910943984,111.550533129,0.579213722132,1.639999,1.5,0.0,0.721810944848,0.665813400025,0.0215498017143,0.00888376270765,0.00360626258059,0.0208461250621,-0.0100272581577,-0.012929905657,0.000175890576552,1,1,1,579.869995,323.769989,31.94442,69.038712,73.277718,99.510002,753.280029,733.530029,34.630001,118.01812
2016-03-29,113.830002,116.32,113.639999,116.139999,116.139999,29765800,105.201833683,113.822347619,112.106124492,2.33829920621,2.680001,1.730004,0.0,0.764922910029,0.788946061452,-0.0123988463268,-0.0175650165108,-0.000688832449534,-0.0309109353445,-0.0337523509019,-0.0209230241168,-0.0215257449761,-1,-1,0,593.859985,329.339996,33.037727,70.162399,74.563637,101.690002,765.890015,744.77002,34.950001,118.075974
2016-03-30,116.730003,116.989998,114.360001,114.699997,114.699997,33235200,105.357541279,114.630817027,112.507312867,-0.331697557972,2.629997,0.669998,0.0,0.873901830107,1.01836615775,-0.00523102890752,0.0118570273371,-0.0187444991825,-0.0216215873136,-0.00863119464598,-0.009241482369,-0.0354838718958,-1,0,0,598.690002,328.109985,33.862675,70.133331,75.948471,102.080002,768.340027,750.530029,35.009998,119.339188
2016-03-31,114.699997,115.010002,113.769997,114.099998,114.099998,21207500,105.498548645,115.317535728,112.656507555,-0.397114860202,1.240005,0.0,0.590004,0.838219221908,1.03737549967,0.0171779144115,-0.0135845313512,-0.0164767487551,-0.00341804563397,-0.00403154257724,-0.0304119286663,-0.0447852768586,1,1,0,593.640015,330.709991,33.634075,69.852409,75.651726,102.580002,762.900024,744.950012,35.349998,118.249542
2016-04-01,113.75,116.169998,113.349998,116.059998,116.059998,24760500,105.666190698,114.769080226,113.13949322,1.53247137898,2.82,1.159996,0.0,0.827369337681,1.03737549967,-0.0302429352101,-0.0330863093759,-0.0202481392426,-0.0208512755618,-0.0467861545198,-0.0609167682391,-0.0469584447175,-1,-1,-1,598.5,329.940002,34.210545,70.578934,76.749702,103.370003,769.669983,749.909973,35.25,118.828117
2016-04-04,114.07,114.550003,111.610001,112.550003,112.550003,48487900,105.773750266,114.413301097,113.401480249,1.05674391848,4.449997,0.0,1.739997,0.827369337681,0.867535758112,-0.00293204790052,0.0103064946164,0.00968454883115,-0.0170591377061,-0.0316304300765,-0.0172368009621,-0.0181252860562,-1,0,0,593.190002,333.109985,34.021702,70.540184,76.987106,102.419998,765.119995,745.289978,35.240002,120.499496
2016-04-05,112.110001,113.32,111.900002,112.220001,112.220001,22962400,105.872923354,114.266259439,113.60514763,-0.323301028004,1.419998,0.0,0.0,0.775246186872,1.04551272438,0.0132774727029,0.0126536979803,-0.014168632916,-0.0287827746499,-0.014346818621,-0.0152379164566,-0.0122973176591,1,1,0,586.140015,328.640015,33.504868,69.80397,76.136406,100.970001,758.570007,737.799988,34.32,122.255302
2016-04-06,112.470001,113.809998,112.419998,113.709999,113.709999,20522400,105.991666924,112.664762517,113.848603664,1.49307728805,1.589997,0.489998,0.0,0.76492298465,1.04551272438,-0.000615601095907,-0.0270864658085,-0.0415091112612,-0.0272623166587,-0.0281417380014,-0.0252396713151,-0.0357928065763,-1,0,0,602.080017,327.410004,33.793102,70.73391,77.362984,101.760002,768.070007,745.690002,34.5,123.293251
